crop,area_ha,rainfall,temp_mean,humidity,soil_ph,nitrogen,phosphorus,potassium,ndvi_mean,ndwi_mean,ndmi_mean,yield_prediction,disease_probability,historical_loss,risk_score
cotton,2.469,662.16,27.53,71.49,7.66,309.94,33.65,237.48,0.95,-0.1009,0.2836,2.789,0.0671,0.2484,32.37
chickpea,6.505,554.27,23.5,59.18,6.49,84.52,34.12,177.39,0.7109,0.0174,0.2742,3.183,0.1051,0.1844,35.49
chickpea,5.887,1169.75,28.67,76.1,6.87,288.24,30.34,173.63,0.869,-0.0341,0.2711,2.564,0.2436,0.0585,26.1
wheat,6.531,461.73,27.55,64.57,6.19,205.58,6.66,125.76,0.6553,-0.3101,0.3327,5.39,0.1738,0.1821,44.06
soybean,2.754,649.86,29.26,40.73,6.51,196.38,12.01,176.29,0.5852,-0.2732,0.0806,3.782,0.0698,0.1673,41.85
rice,1.775,296.33,31.45,68.93,6.32,317.73,36.69,201.95,0.6426,-0.2777,0.0606,4.984,0.1739,0.2626,51.57
wheat,4.645,339.53,29.56,62.15,7.29,418.92,40.9,118.08,0.9076,-0.2169,0.2313,5.211,0.1198,0.0838,19.01
wheat,4.109,731.94,24.56,57.55,7.12,143.48,16.08,172.76,0.5708,-0.1191,0.2449,4.988,0.0913,0.0,46.42
wheat,2.892,776.98,15.0,84.14,6.36,230.96,22.05,146.15,0.7239,0.135,0.5004,5.394,0.0716,0.1097,16.03
soybean,5.617,680.3,30.12,98.0,6.09,221.53,19.08,153.86,0.7589,-0.1191,0.1909,4.043,0.3169,0.1232,53.43
maize,2.184,689.77,24.49,79.84,5.8,295.07,28.1,210.95,0.7771,-0.0837,0.2765,6.367,0.1394,0.1184,30.01
cotton,2.862,525.71,20.7,58.38,7.62,333.57,16.98,200.1,0.5499,0.1095,0.3368,2.623,0.0534,0.093,46.79
cotton,7.01,817.1,28.59,56.71,6.83,309.6,24.39,140.62,0.7845,-0.1862,0.2489,2.706,0.0475,0.1346,20.77
cotton,7.722,152.13,20.84,39.38,6.7,266.15,29.1,177.53,0.685,0.0904,0.2603,2.291,0.0344,0.1808,19.67
soybean,6.673,662.93,23.34,90.0,7.65,242.8,11.48,166.42,0.7738,0.0005,0.4087,3.971,0.1676,0.0,33.87
rice,2.121,432.94,23.73,80.16,7.64,179.19,5.5,210.32,0.5771,-0.0077,0.3563,5.549,0.0795,0.1438,45.25
maize,4.701,775.2,22.18,62.32,7.57,293.52,36.21,225.03,0.7193,0.2165,0.4125,6.301,0.0879,0.0075,12.39
soybean,6.253,667.4,30.24,32.5,7.47,264.22,22.66,184.06,0.6305,-0.3659,0.0367,4.046,0.0575,0.13,39.57
rice,2.307,428.82,25.95,65.55,5.73,213.27,37.32,251.45,0.6637,-0.1248,0.4525,5.875,0.1256,0.2093,36.94
maize,7.629,652.77,21.88,92.74,7.35,291.26,10.95,149.45,0.7449,0.137,0.2257,5.726,0.2204,0.1361,40.05
rice,3.226,471.15,22.01,72.21,6.71,152.24,28.57,251.5,0.7705,-0.0788,0.3056,5.928,0.1798,0.238,25.96
soybean,7.094,559.05,29.72,48.34,7.16,181.05,11.14,112.21,0.6654,-0.2855,0.2228,4.122,0.0774,0.0957,39.57
rice,9.709,742.01,28.51,55.31,6.86,179.17,28.86,141.07,0.6527,-0.1533,0.2242,5.891,0.0838,0.1604,28.64
maize,5.591,251.03,21.86,36.33,6.04,282.69,23.24,245.58,0.6779,0.0124,0.3388,6.036,0.0153,0.0777,24.2
soybean,5.961,531.05,26.95,73.89,6.36,321.23,27.45,237.75,0.8214,-0.0129,0.3305,3.635,0.1761,0.0163,19.73
soybean,9.998,576.16,26.36,71.93,7.05,315.12,13.11,202.65,0.8474,0.0528,0.3053,4.091,0.2125,0.1324,26.52
soybean,2.869,381.12,28.86,49.66,7.05,112.78,18.97,104.03,0.5561,-0.2349,0.0898,3.317,0.1,0.2152,52.81
cotton,7.484,571.84,19.86,74.2,7.37,292.84,30.79,220.18,0.7365,-0.0996,0.2468,2.249,0.0973,0.0409,27.35
chickpea,1.611,908.97,30.8,51.9,8.2,256.43,33.23,82.86,0.7258,-0.2617,0.1732,2.724,0.0958,0.2595,61.13
maize,8.221,548.83,35.44,44.07,5.73,299.45,18.34,190.11,0.5846,-0.3165,0.0259,5.137,0.1176,0.1956,67.19
soybean,9.151,903.36,29.05,98.0,6.29,274.81,25.79,134.51,0.6038,-0.126,0.1432,3.383,0.3303,0.1465,43.2
wheat,9.261,482.06,23.32,64.61,7.47,340.39,13.67,119.72,0.6947,-0.0685,0.3562,5.376,0.1036,0.0696,29.73
wheat,5.119,664.06,23.86,49.57,6.23,162.3,19.97,139.67,0.7558,0.0588,0.2745,5.437,0.0754,0.0109,20.29
cotton,5.191,783.36,20.52,77.81,5.97,251.5,30.66,257.56,0.8819,0.0666,0.2874,2.275,0.0813,0.0635,25.46
rice,6.652,643.97,25.91,55.05,6.81,267.58,29.7,253.63,0.717,-0.1861,0.2936,6.227,0.1032,0.0,18.35
chickpea,1.795,786.3,27.13,60.28,5.28,234.43,25.75,225.23,0.557,-0.1087,0.2457,2.972,0.0974,0.1688,56.41
cotton,3.114,609.45,25.41,76.65,6.12,184.74,35.96,183.77,0.5081,0.0219,0.2037,2.301,0.2542,0.3883,63.96
cotton,5.441,860.83,23.76,70.8,6.24,206.2,16.63,69.15,0.5997,0.0985,0.3446,2.61,0.1244,0.0442,43.92
rice,2.346,922.48,25.21,67.69,5.79,217.85,43.45,183.34,0.63,-0.0642,0.3183,5.373,0.1475,0.0469,33.44
cotton,0.537,807.44,23.08,83.36,6.78,281.76,30.08,183.43,0.7908,-0.1213,0.3334,2.672,0.1389,0.0381,22.07
soybean,5.938,608.82,32.69,57.09,7.54,273.49,16.82,179.87,0.7114,-0.194,-0.0149,3.362,0.1053,0.3126,59.26
maize,3.019,540.82,22.89,50.56,8.06,227.66,13.75,116.39,0.8354,-0.0565,0.3531,5.971,0.053,0.1248,43.76
cotton,9.102,334.52,25.04,79.52,6.55,225.64,27.05,161.42,0.6982,-0.0597,0.3632,2.592,0.2394,0.0907,20.25
rice,2.785,904.02,32.93,50.62,8.06,195.8,29.08,179.79,0.5272,-0.263,0.0773,4.34,0.1982,0.3779,82.24
wheat,3.564,909.21,28.05,81.66,7.25,201.73,7.86,229.27,0.7937,-0.2182,0.2534,5.002,0.2469,0.2037,48.04
soybean,5.091,1018.64,25.33,59.31,6.48,134.41,29.02,144.18,0.697,-0.1112,0.2006,3.68,0.131,0.1219,30.0
soybean,7.934,368.92,35.66,63.42,5.98,220.68,14.03,245.85,0.5564,-0.4256,0.0583,2.204,0.2881,0.2795,77.22
rice,5.699,652.29,28.93,78.33,7.88,184.18,34.22,134.6,0.663,-0.1114,0.1704,5.719,0.321,0.1069,48.11
wheat,1.634,851.53,16.76,54.09,7.21,285.43,33.85,237.87,0.7278,0.2236,0.4657,5.01,0.0553,0.0528,15.18
soybean,6.418,303.69,24.11,94.42,6.92,211.41,20.29,210.69,0.7432,0.1521,0.5185,4.198,0.3208,0.3001,35.93
cotton,4.005,465.95,24.06,70.45,6.18,159.69,11.72,136.42,0.685,0.0693,0.313,2.749,0.1457,0.1157,38.06
maize,1.466,703.7,26.79,85.23,6.68,282.41,22.6,243.84,0.6924,-0.0259,0.1595,6.594,0.2594,0.3347,36.72
chickpea,5.995,605.6,23.21,58.03,6.77,313.56,28.4,284.24,0.6309,-0.012,0.356,2.883,0.141,0.2555,26.72
maize,8.928,158.12,28.85,58.55,7.78,214.98,13.64,243.0,0.6588,-0.2507,0.1629,5.61,0.0981,0.3357,47.78
wheat,8.514,356.17,30.67,63.94,7.27,267.39,34.7,239.46,0.7653,-0.2299,0.2114,4.305,0.1345,0.095,31.17
maize,5.257,750.15,21.97,62.54,5.7,146.48,40.87,230.56,0.6396,0.0226,0.3684,5.833,0.0703,0.0091,21.63
soybean,9.858,612.79,25.6,70.27,7.03,245.78,20.13,150.97,0.6156,-0.0805,0.3349,3.803,0.1391,0.0985,42.36
soybean,6.432,498.58,23.09,63.47,6.66,278.98,18.66,104.82,0.697,-0.0018,0.319,3.535,0.1239,0.0,16.06
wheat,2.42,493.11,27.55,53.9,5.76,119.93,20.09,222.98,0.5981,-0.2254,0.2172,4.123,0.1197,0.1399,51.5
soybean,9.935,752.31,30.75,58.59,6.4,259.63,14.11,228.4,0.7094,-0.1936,0.2245,3.859,0.0833,0.1628,29.92
maize,1.827,960.27,31.41,87.77,5.84,265.96,28.95,50.0,0.7488,-0.1323,0.2563,5.755,0.2039,0.2615,44.75
wheat,7.346,378.67,20.31,85.04,6.86,241.24,15.41,112.4,0.7899,0.1075,0.448,4.676,0.1517,0.1534,31.01
soybean,1.596,564.76,31.2,74.92,6.64,283.17,10.52,240.76,0.7032,-0.2613,0.135,3.785,0.218,0.1968,26.53
chickpea,7.59,475.05,26.51,62.12,7.63,234.19,22.33,277.55,0.6768,-0.1083,0.2783,3.305,0.2622,0.1146,34.78
maize,2.627,463.09,27.79,59.63,6.2,210.79,22.07,208.36,0.6594,-0.0891,0.3259,6.651,0.1755,0.09,42.47
maize,6.688,572.74,24.67,68.15,7.3,207.39,32.83,158.54,0.7842,0.0308,0.2318,6.351,0.045,0.2657,29.97
cotton,4.585,698.06,28.55,68.06,6.03,93.25,23.95,192.19,0.6647,-0.2988,0.1611,2.745,0.1371,0.2086,40.07
rice,9.775,702.28,29.23,87.57,7.7,105.24,25.65,142.45,0.6454,-0.0137,0.2716,5.819,0.3641,0.2525,65.82
chickpea,7.113,992.46,24.09,67.58,6.87,142.74,30.69,201.2,0.5463,-0.2318,0.159,2.255,0.1213,0.1817,43.52
rice,9.14,395.49,26.7,47.27,5.8,190.82,35.04,211.4,0.8337,-0.1013,0.2394,6.123,0.0238,0.3413,35.36
wheat,1.932,828.07,17.79,55.53,8.2,146.67,12.35,106.77,0.7227,0.1455,0.3243,5.097,0.0239,0.1475,47.6
rice,2.366,868.8,24.62,52.93,7.28,231.05,9.48,204.31,0.6439,-0.1029,0.1976,6.006,0.0693,0.2636,42.4
chickpea,8.69,392.46,33.1,61.58,7.7,333.42,11.51,221.47,0.6943,-0.4369,0.1664,2.467,0.2546,0.2853,61.26
wheat,4.479,367.68,27.13,78.96,6.02,292.85,23.23,87.69,0.6494,-0.0876,0.1788,4.708,0.2869,0.0842,47.0
wheat,2.104,362.74,27.59,70.12,5.76,224.72,31.76,170.89,0.5159,-0.1064,0.1587,4.944,0.263,0.138,54.93
cotton,2.36,488.15,23.31,68.4,6.91,218.61,21.06,225.6,0.7961,0.142,0.4715,2.608,0.1689,0.2091,31.04
cotton,4.28,301.18,29.13,67.31,7.63,102.83,13.93,209.39,0.5563,-0.0484,0.1071,2.805,0.2245,0.149,61.82
maize,7.279,723.4,28.36,64.46,7.59,181.52,14.21,227.99,0.8145,-0.0684,0.186,6.585,0.1852,0.2814,34.7
chickpea,0.777,812.67,34.1,75.36,7.03,144.71,27.25,246.5,0.5666,-0.2321,0.1037,2.41,0.2122,0.2211,63.28
wheat,4.021,150.0,22.48,63.26,5.87,302.08,27.07,200.26,0.6956,-0.045,0.3132,4.389,0.13,0.12,29.22
maize,3.786,717.54,25.87,72.82,7.32,315.68,32.45,133.88,0.5653,0.0111,0.1611,6.23,0.1262,0.1513,35.18
soybean,7.959,807.89,22.28,68.15,6.21,213.86,22.03,166.82,0.694,0.1197,0.2596,3.988,0.0953,0.0463,34.59
cotton,7.435,825.14,29.74,90.34,6.52,251.1,27.17,98.7,0.5891,-0.2172,0.2761,2.467,0.3745,0.1832,58.04
soybean,8.72,638.48,33.44,83.66,6.12,193.26,21.62,60.45,0.4634,-0.315,0.1451,2.776,0.4374,0.3901,88.26
rice,8.963,634.11,29.76,87.88,6.41,237.92,16.14,276.16,0.6947,-0.0305,0.3125,6.264,0.6898,0.361,64.73
wheat,4.755,605.0,35.65,52.62,6.91,278.19,15.14,164.0,0.825,-0.3288,0.2051,3.931,0.1073,0.2675,60.59
chickpea,1.726,974.53,36.62,59.52,5.64,266.48,11.56,258.85,0.5518,-0.4833,0.1147,1.429,0.3395,0.3398,96.0
rice,3.735,464.96,28.22,87.63,6.15,260.49,19.43,170.73,0.5381,-0.1691,0.2966,5.477,0.3812,0.28,59.49
soybean,3.15,941.64,30.78,67.24,7.05,88.09,34.25,122.27,0.7473,-0.1815,0.1998,3.322,0.2031,0.1466,42.82
rice,3.567,501.88,22.42,58.1,6.24,144.1,32.71,203.77,0.7035,0.0184,0.3863,6.072,0.0408,0.2331,31.52
soybean,5.162,694.28,30.23,59.61,5.01,152.95,32.89,243.92,0.6588,-0.301,0.3176,3.565,0.0598,0.1455,43.36
wheat,9.472,742.31,26.45,53.64,5.36,65.92,24.96,188.39,0.6268,-0.1247,0.2987,5.3,0.0887,0.048,48.66
maize,0.658,395.09,21.25,80.21,6.3,304.6,22.08,286.37,0.8899,0.0691,0.5418,6.368,0.0991,0.1679,25.95
soybean,8.626,661.79,20.46,70.84,6.66,242.96,18.27,227.14,0.7035,0.0167,0.2788,3.94,0.0869,0.2155,29.48
wheat,2.878,555.86,33.95,84.69,7.24,216.18,8.07,188.6,0.5504,-0.2576,0.0265,3.461,0.2855,0.2197,81.82
wheat,5.582,738.55,26.86,46.91,6.11,208.52,38.18,214.52,0.6881,-0.1199,0.3251,5.14,0.0819,0.066,23.62
cotton,4.648,664.33,25.35,76.53,7.04,251.52,29.46,178.32,0.6803,-0.0575,0.3638,2.694,0.1128,0.0007,18.25
cotton,8.463,672.16,27.17,81.74,6.24,264.72,22.31,195.62,0.6797,-0.131,0.292,2.678,0.1085,0.1331,29.03
wheat,8.156,543.43,28.56,84.27,5.97,290.21,9.44,140.1,0.5848,-0.1806,0.3376,5.142,0.273,0.2401,60.99
soybean,1.86,587.41,28.03,61.83,7.91,323.51,24.52,166.05,0.7108,-0.1251,0.1683,3.98,0.1245,0.1793,31.98
chickpea,2.236,298.78,32.59,76.69,7.36,278.67,17.13,213.41,0.4543,-0.3828,0.0646,1.77,0.2609,0.2695,92.6
cotton,6.304,834.07,26.67,91.8,6.88,333.69,29.85,182.64,0.7948,0.0309,0.2244,2.463,0.2425,0.0808,26.22
chickpea,5.164,431.23,30.84,59.12,6.55,263.74,19.31,225.48,0.5999,-0.3077,0.0819,2.862,0.1827,0.2147,55.71
wheat,5.251,716.39,20.84,88.98,6.81,249.16,32.25,212.25,0.8411,0.2288,0.4755,5.055,0.2031,0.0455,12.88
rice,6.222,561.08,28.41,46.97,6.47,267.1,17.1,188.67,0.7503,-0.181,0.2381,6.484,0.0977,0.1905,18.66
soybean,7.347,150.0,28.28,71.84,6.89,261.81,14.96,100.15,0.71,-0.0716,0.3716,3.596,0.2194,0.0466,30.51
wheat,5.452,651.75,36.27,80.44,5.66,290.98,40.66,105.11,0.698,-0.318,0.2372,4.474,0.4022,0.3348,77.68
chickpea,7.193,695.88,30.54,47.55,6.91,237.28,30.09,169.04,0.7737,-0.2288,0.141,2.847,0.0922,0.0964,25.75
wheat,5.267,450.88,26.32,84.27,6.69,125.48,12.06,181.78,0.775,0.0469,0.45,5.211,0.3384,0.2732,44.66
cotton,5.779,838.28,27.14,51.35,7.72,231.02,39.75,144.8,0.7113,-0.0393,0.2308,2.961,0.1805,0.1487,38.77
cotton,8.781,451.91,31.98,36.81,7.44,260.14,27.31,118.04,0.9057,-0.2207,0.1457,1.93,0.0963,0.3415,63.07
cotton,7.188,419.14,21.87,60.86,7.01,179.71,10.28,237.26,0.7177,-0.018,0.237,1.904,0.1066,0.109,26.19
chickpea,3.001,696.37,30.36,59.56,7.29,204.3,26.07,266.72,0.7603,-0.2877,0.2699,2.997,0.1651,0.1947,45.17
chickpea,4.733,559.39,25.22,62.05,6.19,255.85,23.58,125.38,0.8727,-0.0604,0.2354,3.329,0.0431,0.1632,28.27
maize,6.496,599.27,27.81,65.14,6.35,223.54,21.57,204.53,0.7487,-0.2277,0.2043,6.526,0.0447,0.1336,23.2
rice,8.07,497.35,30.19,60.41,7.2,232.63,33.23,192.76,0.5919,-0.3902,0.2193,5.084,0.2779,0.2815,56.64
wheat,0.589,833.13,29.78,56.51,6.53,263.32,29.62,147.71,0.7424,-0.3123,0.2517,5.565,0.1126,0.062,27.4
wheat,6.613,775.64,34.98,76.27,5.75,160.89,26.61,182.28,0.4838,-0.39,0.0198,3.21,0.5573,0.4772,96.05
maize,6.03,480.62,26.33,58.09,7.07,143.53,24.98,107.55,0.787,-0.127,0.2934,6.487,0.0924,0.1274,26.98
maize,6.631,961.58,29.18,79.48,7.39,174.75,17.99,225.51,0.7542,-0.1635,0.2315,5.767,0.317,0.2314,56.07
wheat,6.426,753.5,32.38,53.74,6.41,283.34,28.34,206.19,0.6414,-0.3222,0.0551,3.776,0.2965,0.2976,67.31
maize,3.424,690.84,22.92,47.79,5.76,226.18,29.39,223.96,0.7641,-0.0729,0.2779,6.033,0.054,0.1159,17.5
chickpea,6.739,653.6,32.2,52.53,7.28,436.67,31.52,168.27,0.777,-0.204,0.2328,2.262,0.0758,0.2906,46.43
rice,2.536,859.24,25.79,83.31,7.67,312.31,30.52,153.53,0.7365,-0.2634,0.1565,5.862,0.146,0.1126,29.27
soybean,7.516,646.78,42.0,69.19,7.29,202.57,29.87,238.94,0.4767,-0.5115,0.0697,1.969,0.4696,0.5126,94.29
maize,9.218,722.58,30.74,47.65,6.19,234.21,14.11,215.11,0.8012,-0.1635,0.2464,6.815,0.1773,0.1787,38.13
chickpea,2.9,621.48,27.21,65.67,7.56,270.81,29.71,267.19,0.7078,-0.2697,0.2393,3.232,0.129,0.0822,33.34
rice,1.451,1020.02,31.75,73.54,7.23,253.29,16.58,147.91,0.7586,-0.2188,0.3173,5.116,0.2773,0.3163,55.97
wheat,1.936,466.09,21.95,54.81,6.42,362.92,12.17,191.43,0.7189,-0.0319,0.2938,5.04,0.0567,0.0947,23.61
cotton,3.889,443.86,24.83,63.04,6.47,195.84,11.03,104.1,0.6541,-0.043,0.4293,2.369,0.1277,0.0065,40.74
maize,3.9,1176.77,23.48,40.56,7.18,241.57,34.08,101.45,0.5477,-0.0047,0.4893,5.924,0.0551,0.0,36.15
rice,5.024,1087.79,29.81,79.9,7.56,123.76,18.93,155.89,0.6452,-0.145,0.1243,4.553,0.1983,0.3047,57.32
maize,4.221,588.63,25.28,90.24,5.97,259.36,9.11,199.33,0.7406,0.0035,0.4415,6.616,0.2225,0.1618,31.1
wheat,1.721,542.79,26.17,76.99,6.59,293.73,23.54,167.75,0.6943,-0.1205,0.0704,4.922,0.2074,0.0265,26.11
rice,2.099,723.24,26.38,81.24,5.86,190.7,14.63,55.21,0.7297,-0.0942,0.2431,6.129,0.1524,0.0483,36.43
maize,3.646,807.1,29.09,63.42,5.69,346.39,14.7,193.85,0.918,-0.0251,0.3709,6.19,0.1214,0.1382,34.02
cotton,2.63,923.16,17.21,51.39,7.46,224.6,30.33,213.64,0.8114,-0.0427,0.394,2.379,0.0205,0.1493,21.74
wheat,7.934,650.38,30.68,65.08,5.28,188.72,12.2,181.76,0.6595,-0.262,0.2546,5.1,0.2,0.1147,61.64
maize,0.791,547.34,31.81,66.18,5.65,202.97,5.75,167.84,0.5619,-0.309,0.2493,5.362,0.1897,0.1489,66.03
wheat,3.339,707.64,32.76,47.88,5.85,178.26,9.24,178.33,0.4518,-0.2508,0.182,4.677,0.1664,0.2202,70.77
cotton,5.538,566.12,29.31,53.76,6.47,275.56,14.99,186.78,0.7714,-0.2676,0.1231,2.672,0.1176,0.226,31.37
cotton,6.012,609.05,28.18,73.97,5.37,223.42,20.89,171.0,0.6797,-0.1981,0.1675,2.514,0.253,0.0959,49.0
soybean,8.663,577.47,29.41,58.66,6.62,273.06,29.9,344.4,0.6069,-0.2247,0.042,3.312,0.1764,0.2143,53.4
wheat,9.408,640.92,31.1,89.61,6.68,310.56,26.68,124.41,0.6645,-0.2296,0.1466,4.984,0.4201,0.3069,52.84
rice,3.41,763.15,25.39,58.84,6.5,300.64,24.07,171.52,0.785,0.0118,0.3293,5.916,0.0945,0.0812,11.74
cotton,7.042,562.89,25.48,51.1,5.42,273.52,18.24,152.49,0.7436,-0.0052,0.4055,3.222,0.0733,0.059,31.37
chickpea,0.877,953.97,29.63,79.8,5.21,60.0,26.33,96.84,0.5326,-0.1935,0.3151,2.102,0.2413,0.3016,78.55
maize,9.581,671.48,25.94,80.17,6.61,214.54,36.19,119.98,0.6749,-0.048,0.3761,6.309,0.0865,0.2618,25.43
soybean,1.171,510.72,28.83,42.35,5.44,288.09,31.75,175.81,0.798,-0.1781,0.3362,3.623,0.0979,0.1311,37.0
maize,8.624,485.51,28.56,50.28,6.62,272.18,32.93,155.45,0.6805,-0.3346,0.2513,6.206,0.135,0.1901,23.63
maize,1.252,589.34,25.15,72.24,6.4,192.29,23.5,134.89,0.7334,0.1507,0.3094,5.875,0.2181,0.2316,38.23
maize,1.141,331.41,30.95,58.12,6.77,233.1,23.11,228.53,0.5787,-0.2612,0.181,5.205,0.1093,0.2106,40.16
wheat,8.529,1031.69,30.0,72.9,7.36,271.83,26.21,112.24,0.5911,-0.0957,0.388,4.568,0.3697,0.2589,54.33
soybean,8.288,600.46,28.94,98.0,6.77,154.92,43.7,111.25,0.7217,-0.2757,0.2103,4.134,0.1542,0.1933,17.97
chickpea,0.878,673.68,29.09,65.35,6.6,223.32,23.17,187.91,0.6199,-0.1768,0.1703,3.317,0.1367,0.259,42.54
wheat,1.687,554.94,26.94,63.62,5.77,105.14,36.21,180.73,0.7569,-0.0883,0.2997,5.251,0.1174,0.1461,39.49
chickpea,4.611,634.99,27.84,56.5,6.89,220.61,26.76,89.23,0.7332,-0.1865,0.1928,2.859,0.1019,0.052,29.82
cotton,0.899,413.78,28.17,68.37,7.57,192.65,23.22,161.85,0.6285,-0.1072,0.3305,2.411,0.1588,0.1068,44.43
wheat,8.045,782.15,20.76,61.17,6.99,198.98,23.08,225.68,0.6759,0.0873,0.2731,5.574,0.042,0.1477,31.45
chickpea,0.888,588.79,24.26,66.12,6.94,271.57,35.17,246.14,0.7613,-0.1101,0.314,2.822,0.0764,0.1407,19.7
wheat,6.409,1043.56,35.71,78.17,6.47,166.66,23.93,212.26,0.6042,-0.4386,0.1582,3.087,0.2082,0.1571,76.3
rice,8.608,326.65,27.35,60.82,6.22,206.98,15.25,218.24,0.7737,-0.0192,0.3367,5.858,0.0355,0.117,25.44
chickpea,1.33,669.49,29.17,82.1,6.69,282.04,43.23,195.23,0.7214,-0.0471,0.223,3.327,0.1632,0.1912,31.66
maize,0.833,908.47,26.96,54.16,7.37,204.49,23.94,217.11,0.7491,0.0058,0.3382,6.455,0.0812,0.1589,32.22
rice,8.325,193.74,31.49,65.79,6.18,205.71,39.71,275.74,0.7132,-0.2838,0.1873,4.338,0.1113,0.1802,40.42
chickpea,5.858,517.02,24.27,61.17,6.18,219.1,29.34,180.56,0.718,0.0371,0.3753,3.345,0.0674,0.2141,23.68
maize,5.533,510.14,32.31,54.42,6.73,130.44,34.52,122.33,0.7536,-0.1532,0.1776,5.352,0.0684,0.1492,34.41
cotton,6.488,906.62,40.03,72.04,6.09,247.5,37.38,188.86,0.5453,-0.5897,0.1175,1.209,0.2713,0.4119,87.26
rice,1.591,944.78,22.52,62.09,7.0,233.79,22.3,172.03,0.7433,0.0958,0.219,5.713,0.0419,0.0644,15.42
soybean,7.292,334.08,36.97,73.22,5.74,163.4,16.79,254.45,0.6942,-0.356,0.0754,2.286,0.2194,0.3336,74.22
cotton,4.483,1085.83,24.69,69.88,7.24,281.37,36.45,292.73,0.7735,-0.0238,0.3854,2.095,0.09,0.2239,25.6
soybean,2.408,768.98,25.05,71.08,6.35,241.62,28.81,159.53,0.6209,0.0189,0.1685,3.432,0.1752,0.3356,50.48
maize,9.312,364.45,27.12,65.77,6.68,244.79,19.53,181.43,0.7263,-0.0967,0.2676,5.818,0.1607,0.0962,26.66
rice,2.319,827.45,35.96,39.63,6.63,307.78,23.16,193.92,0.5621,-0.2761,0.0942,4.073,0.1744,0.4025,69.8
maize,6.871,499.37,24.82,49.48,6.61,303.16,14.05,146.28,0.8332,-0.0385,0.3095,6.408,0.116,0.171,27.23
rice,4.964,710.77,28.82,65.18,7.37,292.16,29.37,260.59,0.5913,-0.1424,0.0964,5.124,0.2506,0.2886,60.98
wheat,6.779,780.85,22.19,54.07,7.54,333.46,28.49,235.69,0.8446,0.1884,0.4252,5.479,0.0657,0.1016,26.09
maize,3.996,445.03,24.32,76.66,6.82,269.87,5.0,139.47,0.6537,0.0361,0.3422,5.933,0.3513,0.1852,44.74
wheat,5.689,734.98,21.18,73.19,5.5,231.89,11.72,231.47,0.8324,0.0254,0.3779,5.201,0.1099,0.0267,38.79
cotton,7.527,897.52,20.45,70.11,7.64,300.54,19.73,243.95,0.6972,0.1214,0.4361,2.598,0.0542,0.1395,29.42
soybean,3.761,748.38,28.91,67.1,7.35,219.06,11.44,122.68,0.6277,-0.228,0.1768,3.561,0.179,0.1768,55.76
chickpea,3.011,744.12,34.92,56.46,6.99,226.27,7.21,179.51,0.5144,-0.4055,0.1534,1.969,0.1594,0.3336,85.33
chickpea,9.284,977.65,34.76,59.96,6.84,349.57,20.49,166.99,0.7046,-0.1967,0.2555,1.885,0.3659,0.2376,71.39
chickpea,2.098,682.45,16.24,70.12,7.02,232.31,5.66,256.73,0.7622,0.1656,0.3518,2.971,0.1083,0.229,20.63
chickpea,2.807,757.21,26.81,81.88,6.32,60.0,27.34,145.53,0.8152,-0.1095,0.4159,2.884,0.1595,0.0,29.24
cotton,1.833,684.57,21.29,50.38,6.91,275.0,35.85,133.25,0.7151,0.0016,0.3735,2.708,0.074,0.1477,14.3
maize,7.493,823.0,29.7,75.13,7.95,160.47,22.99,125.24,0.6751,-0.283,0.131,6.202,0.1436,0.1649,57.02
wheat,1.388,194.56,27.88,98.0,7.51,260.33,24.91,251.35,0.7464,-0.0712,0.4137,5.083,0.5547,0.3171,45.7
soybean,3.645,883.77,25.99,48.84,6.26,195.98,28.0,245.24,0.8343,-0.0862,0.3338,3.805,0.0434,0.0629,22.32
chickpea,4.41,674.5,27.8,80.69,6.51,330.35,23.23,244.56,0.7213,-0.2101,0.1603,2.827,0.3697,0.2071,20.25
soybean,8.718,831.51,32.84,81.34,6.82,365.73,14.5,114.97,0.7028,-0.3898,0.0298,3.17,0.2211,0.1863,51.7
maize,6.215,919.09,35.9,62.19,4.8,154.18,30.82,74.04,0.5068,-0.2547,0.0774,4.22,0.3424,0.3168,90.75
cotton,3.697,989.39,21.15,57.79,6.61,163.27,10.78,128.08,0.7497,-0.0589,0.2986,1.924,0.073,0.1458,29.1
cotton,9.824,457.58,26.22,80.89,8.2,148.42,25.67,103.55,0.6963,-0.0675,0.2927,2.948,0.3396,0.3064,58.35
maize,2.094,679.24,28.73,55.46,6.09,132.38,18.03,88.84,0.5687,-0.2024,0.1359,6.003,0.1018,0.2526,51.75
rice,9.134,382.03,30.21,87.74,7.43,80.56,12.99,154.27,0.5945,-0.2644,0.2631,4.611,0.4319,0.4632,76.47
rice,0.71,598.34,26.88,65.0,5.97,193.09,21.93,159.18,0.5472,-0.1181,0.3008,5.904,0.081,0.1528,45.73
wheat,1.648,539.49,28.13,79.08,6.23,164.46,28.63,182.63,0.7234,0.0934,0.4021,5.353,0.3881,0.1163,39.7
cotton,3.055,668.06,34.77,53.02,6.33,287.4,32.65,178.96,0.8385,-0.4029,0.2064,2.124,0.1782,0.1818,52.99
soybean,2.837,547.25,34.09,49.48,7.61,256.11,35.52,227.81,0.6387,-0.2689,0.1501,3.4,0.1337,0.1432,45.57
maize,8.013,815.54,25.85,36.28,7.58,295.89,28.59,248.67,0.8607,-0.0506,0.2776,6.606,0.0275,0.0595,22.97
