crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
rice,4.393,309.94,55.47,284.47,26.61,34.34,17.54,47.43,16.7,6.85,179.69,8.38,149.91,0.606,0.6043,0.3253,0.6885,0.089,-0.1384,-0.1904,0.0214,0.2691,0.1063,0.3392,4,-3.71,0.0,0.0,0.0991,0.1124,3.387,35.26
chickpea,7.403,607.36,40.63,543.31,19.0,28.38,12.9,73.81,18.4,6.62,251.36,29.66,278.65,0.896,0.7711,0.5827,0.918,0.1527,0.272,0.1304,0.3354,0.4945,0.4009,0.6136,1,10.85,0.0,0.0,0.0525,0.1158,1.48,22.33
wheat,4.428,559.57,9.22,468.65,26.0,31.23,16.4,88.4,23.73,5.63,232.99,9.5,165.05,0.734,0.7714,0.5134,0.8856,0.0413,0.0047,-0.106,0.1703,0.2794,0.1991,0.4455,3,2.19,0.0,0.0,0.1922,0.229,4.635,44.04
wheat,3.914,410.07,47.47,417.92,26.1,34.04,19.04,63.72,12.9,6.78,332.64,23.29,111.12,0.745,0.8714,0.5837,0.9804,0.0884,-0.0471,-0.1168,0.0762,0.36,0.216,0.4467,3,1.19,0.0,0.0,0.0792,0.2085,4.884,18.38
cotton,9.375,890.87,30.39,1112.23,27.76,33.92,20.87,61.73,14.44,6.43,245.91,22.63,144.46,0.734,0.6127,0.3213,0.7481,0.1303,-0.0178,-0.2031,0.1113,0.2706,0.1388,0.4282,4,2.71,0.0,0.0,0.0738,0.1524,0.419,27.93
maize,1.127,758.29,87.7,722.92,16.84,24.86,12.16,92.33,16.5,5.38,221.99,5.0,218.9,0.88,0.6657,0.3826,0.7655,0.0743,0.2829,0.1586,0.4177,0.5067,0.43,0.6035,3,2.05,0.0,0.0,0.2702,0.0974,4.505,48.47
soybean,4.3,1031.51,27.03,846.82,26.52,30.03,20.44,53.75,18.68,5.43,143.5,20.56,122.75,0.432,0.7891,0.6376,0.9266,0.1231,-0.0241,-0.1625,0.1632,0.2759,0.1693,0.3988,1,16.1,0.0,0.0,0.0412,0.1212,1.277,39.52
maize,1.341,733.48,55.27,672.34,31.34,37.51,22.48,56.61,16.36,6.39,261.72,21.23,189.79,0.725,0.8159,0.5812,1.0,0.074,-0.2372,-0.3386,-0.1659,0.274,0.219,0.3418,4,6.06,2.51,0.0,0.1097,0.1492,4.922,26.93
wheat,2.059,521.17,42.08,640.17,32.7,40.77,25.17,91.75,11.49,7.05,276.92,17.0,221.94,0.813,0.7427,0.478,0.8693,0.0737,-0.4335,-0.518,-0.2705,0.1075,-0.0591,0.1583,1,5.46,5.77,0.0,0.5525,0.4034,3.565,79.27
chickpea,8.179,813.43,55.09,774.25,19.81,29.03,13.9,80.05,22.55,6.83,335.9,26.53,225.9,0.761,0.7936,0.5155,0.9239,0.0957,0.2135,0.1618,0.3618,0.4242,0.2989,0.6018,1,9.42,0.0,0.0,0.0927,0.153,1.612,15.88
wheat,4.409,307.5,74.86,274.12,35.47,41.27,28.32,61.25,20.58,6.35,198.95,24.4,227.16,0.818,0.607,0.4703,0.7225,0.0994,-0.3404,-0.4427,-0.2817,0.244,0.1383,0.344,2,4.85,6.27,0.0,0.409,0.4766,3.321,73.6
maize,7.787,523.82,6.34,635.2,21.27,26.03,12.97,48.99,12.42,6.49,300.86,14.61,74.04,0.718,0.731,0.4688,0.8792,0.0774,-0.0273,-0.1316,0.1591,0.305,0.1997,0.4331,2,6.18,0.0,0.0,0.0532,0.0154,3.984,20.61
rice,1.523,358.91,22.05,335.85,28.97,35.34,23.6,68.86,7.62,6.64,250.67,35.43,59.87,1.048,0.6545,0.4581,0.7687,0.0606,-0.0859,-0.2573,-0.0032,0.2059,0.1098,0.3745,3,21.56,0.34,0.0,0.1625,0.1004,3.082,33.62
chickpea,1.388,747.38,30.91,566.47,29.83,36.72,23.86,57.49,10.5,5.45,93.3,20.06,147.67,0.877,0.6748,0.5039,0.8283,0.1367,-0.1351,-0.2504,-0.0251,0.2201,0.0589,0.3981,1,5.9,1.72,0.0,0.0814,0.123,1.403,51.12
chickpea,5.313,401.74,17.97,449.77,28.53,36.85,22.64,71.43,25.03,6.48,327.52,15.93,187.77,0.771,0.7191,0.4766,0.9023,0.0773,-0.156,-0.3118,-0.0968,0.0912,-0.0534,0.2664,2,3.6,1.85,0.0,0.2388,0.2238,1.121,38.14
maize,5.788,858.41,23.55,1038.47,28.43,33.25,19.97,74.65,15.69,6.98,401.39,27.19,185.72,0.805,0.7391,0.5317,0.8706,0.0887,-0.2373,-0.3688,-0.1229,0.1696,0.0421,0.2982,3,2.6,0.0,0.0,0.2333,0.2844,4.447,34.92
chickpea,9.044,386.06,70.46,391.21,18.96,22.88,12.96,74.26,14.33,7.22,239.99,23.24,144.02,0.748,0.7768,0.6738,0.8913,0.1817,0.2077,0.146,0.3105,0.5125,0.3929,0.6764,5,-2.53,0.0,0.0,0.2333,0.0746,1.504,24.56
maize,4.757,663.84,23.39,451.41,18.3,24.29,9.19,98.0,14.76,6.8,215.41,30.97,177.81,0.838,0.8688,0.59,1.0,0.0914,0.0878,0.0297,0.1526,0.4116,0.2991,0.5274,4,7.64,0.0,0.0,0.1958,0.1708,4.102,23.99
chickpea,2.821,931.95,23.52,874.89,31.9,35.99,21.96,98.0,18.99,6.88,267.12,27.29,242.46,0.828,0.815,0.6554,0.9261,0.0542,-0.289,-0.4285,-0.1709,0.2727,0.2002,0.4005,1,0.5,0.99,0.0,0.2519,0.1128,1.238,21.84
chickpea,2.584,583.84,44.47,485.93,15.0,22.16,9.34,81.37,26.78,7.58,89.96,17.7,153.27,0.562,0.6157,0.3947,0.7198,0.0613,0.2668,0.1481,0.4143,0.3408,0.2545,0.4197,3,8.08,0.0,0.0,0.2064,0.1687,1.128,49.61
cotton,3.261,460.09,87.44,492.65,26.69,35.69,21.88,65.62,10.32,7.76,353.83,21.24,162.25,0.456,0.7989,0.6586,0.9531,0.0519,0.0284,-0.1612,0.1978,0.3891,0.3064,0.4971,2,-4.08,0.69,0.0,0.1675,0.1287,1.014,33.89
rice,6.605,288.59,31.65,304.33,24.72,33.92,17.68,66.93,14.52,6.95,253.94,39.47,170.76,0.919,0.8231,0.6555,0.9935,0.0576,0.0602,-0.103,0.2095,0.2695,0.1457,0.3965,5,-6.78,0.0,0.0,0.0824,0.1557,3.369,18.88
soybean,5.467,931.91,14.97,1039.66,31.78,38.27,27.2,83.91,5.26,5.78,144.48,16.7,169.07,0.87,0.4324,0.2742,0.6048,0.1058,-0.2671,-0.4099,-0.1407,0.1533,0.0007,0.2367,4,8.25,3.27,0.0,0.2984,0.1623,1.526,79.09
maize,7.447,757.35,51.44,532.37,23.43,31.2,14.64,56.47,17.13,5.88,219.9,31.29,125.5,0.905,0.5793,0.3596,0.7478,0.1174,0.0981,0.0434,0.1558,0.306,0.1927,0.4267,1,-4.71,0.0,0.0,0.1254,0.0115,4.624,46.77
soybean,1.068,564.14,13.89,393.21,18.88,27.76,12.16,57.67,12.06,7.45,182.62,29.79,132.11,0.15,0.6871,0.3971,0.8769,0.1361,-0.0567,-0.2238,0.0309,0.3082,0.1905,0.3634,2,6.43,0.0,0.0,0.0473,0.1917,1.33,34.88
rice,6.086,720.88,16.06,887.54,25.14,29.99,17.55,62.41,20.09,6.68,286.61,37.27,176.63,0.937,0.6809,0.45,0.8653,0.0772,-0.1366,-0.3019,0.0577,0.3376,0.2331,0.4869,2,10.42,0.0,0.0,0.1202,0.2069,3.182,19.74
wheat,7.696,653.0,32.01,580.82,29.13,40.39,24.73,95.01,10.37,7.9,279.44,32.29,220.92,0.76,0.4664,0.2972,0.6421,0.1512,-0.2555,-0.4129,-0.1011,0.1835,0.0562,0.2403,1,-5.16,5.39,0.0,0.4877,0.3437,4.225,85.99
maize,8.944,603.04,45.67,460.12,23.65,30.72,18.54,82.69,13.85,6.76,323.46,37.53,194.03,0.888,0.6925,0.4888,0.8749,0.1318,0.1109,0.0149,0.2321,0.4058,0.2443,0.5679,2,10.08,0.0,0.0,0.3419,0.2909,4.452,32.72
rice,1.059,708.12,18.5,807.36,31.54,38.01,24.23,81.64,1.2,5.78,336.95,23.87,154.49,0.7,0.7204,0.5397,0.8549,0.0622,-0.3138,-0.4566,-0.2269,0.3442,0.2918,0.3999,1,5.33,3.01,0.0,0.2851,0.3119,3.22,54.06
rice,1.902,907.22,34.32,1014.65,25.09,32.51,19.62,73.96,15.92,6.33,220.35,28.15,228.05,1.15,0.5974,0.3848,0.7018,0.1073,-0.0691,-0.2054,0.1241,0.3478,0.2227,0.4135,1,7.73,0.0,0.0,0.1336,0.0442,3.481,31.79
cotton,9.412,621.93,50.66,480.09,35.74,43.19,30.06,69.24,13.72,6.17,216.68,23.73,183.03,0.151,0.4968,0.2937,0.6061,0.1051,-0.2366,-0.4235,-0.1423,0.1902,0.0678,0.2787,5,-1.5,8.19,0.0,0.4522,0.3939,0.522,87.66
wheat,5.823,412.05,15.94,275.88,28.04,34.95,19.12,64.2,17.33,6.4,271.37,14.61,114.13,0.909,0.6012,0.3988,0.7785,0.088,-0.1257,-0.2374,0.0523,0.2767,0.1517,0.4084,2,5.94,0.0,0.0,0.1366,0.1673,4.059,42.28
cotton,4.976,606.38,37.78,502.03,34.89,39.21,26.31,67.5,11.27,5.94,274.2,12.35,170.6,0.883,0.5831,0.2923,0.7314,0.1095,-0.4159,-0.5687,-0.3001,0.1141,0.008,0.1712,3,-0.81,4.21,0.0,0.2981,0.2128,0.788,66.26
rice,3.975,656.81,36.54,704.2,30.87,38.03,25.54,59.09,15.37,5.83,189.16,29.41,155.57,0.518,0.5907,0.4247,0.6792,0.0575,-0.1276,-0.3072,-0.0067,0.2351,0.0881,0.3617,2,-3.24,3.03,0.0,0.238,0.29,3.292,56.74
rice,6.906,322.63,8.33,338.73,26.86,37.29,19.89,60.51,12.89,7.09,428.37,15.83,141.99,0.921,0.8756,0.6141,1.0,0.0419,-0.1723,-0.3623,0.0161,0.2647,0.1238,0.424,3,8.15,2.29,0.0,0.0859,0.2285,2.908,32.45
chickpea,1.936,866.03,12.2,643.21,27.13,35.61,21.69,67.4,11.28,6.69,145.89,30.9,234.54,0.816,0.7272,0.476,0.8411,0.1185,-0.0151,-0.1874,0.1028,0.0742,-0.0051,0.241,3,10.58,0.61,0.0,0.0913,0.2007,1.411,24.45
rice,8.987,628.7,11.56,722.2,31.24,38.71,21.57,80.49,4.33,7.59,232.74,30.14,217.89,0.439,0.7122,0.5003,0.8801,0.127,-0.1134,-0.2205,0.0565,0.1422,0.0677,0.2399,2,11.42,3.71,0.0,0.2135,0.16,2.785,45.99
soybean,2.797,463.29,36.32,421.69,29.21,35.64,24.5,73.32,13.35,6.36,177.33,27.82,151.78,0.857,0.7234,0.5184,0.8037,0.0603,-0.1666,-0.2764,-0.092,0.2322,0.1135,0.2863,5,-1.33,0.64,0.0,0.3315,0.1717,1.625,42.42
wheat,9.243,650.53,28.78,794.32,32.62,37.37,26.4,55.45,10.19,5.99,60.0,16.83,198.13,1.157,0.7185,0.4465,0.8381,0.081,-0.1278,-0.2193,-0.0529,0.2044,0.0498,0.3479,2,8.34,2.37,0.0,0.1621,0.1867,3.976,48.25
soybean,3.062,580.48,16.31,545.32,25.47,29.59,20.29,64.65,11.52,6.9,243.72,17.43,201.76,0.647,0.6686,0.4515,0.7596,0.0827,-0.1063,-0.2681,-0.0498,0.1701,0.0983,0.2226,5,2.33,0.0,0.0,0.1249,0.1469,2.122,29.21
rice,8.114,505.36,19.21,561.46,22.98,25.16,13.03,61.05,2.02,6.21,138.37,18.15,229.1,0.698,0.6487,0.365,0.8315,0.0963,-0.0803,-0.1874,0.1077,0.2912,0.1549,0.4279,2,3.91,0.0,0.0,0.0634,0.0151,3.36,24.88
soybean,3.17,586.25,17.68,489.06,19.64,25.41,12.22,69.9,12.29,6.88,260.18,23.71,227.48,0.61,0.7331,0.4515,0.9304,0.0959,0.1465,0.0229,0.336,0.2617,0.1844,0.3248,3,19.02,0.0,0.0,0.0736,0.1657,1.724,19.6
chickpea,2.57,341.96,7.4,426.74,31.56,36.69,26.32,49.65,20.07,5.74,316.49,28.81,214.49,0.812,0.95,0.8137,1.0,0.1072,-0.3831,-0.562,-0.2968,0.0456,-0.1304,0.1969,2,0.98,1.69,0.0,0.0473,0.1074,1.416,26.96
chickpea,5.794,399.72,7.23,336.26,25.2,30.29,17.24,91.31,11.17,6.02,134.92,17.29,196.4,0.638,0.6089,0.3579,0.7845,0.1072,-0.0461,-0.0969,0.0456,0.2911,0.1545,0.4664,5,8.81,0.0,0.0,0.2065,0.1477,1.737,50.12
cotton,7.007,668.6,18.03,708.85,28.28,37.31,23.06,73.61,16.11,7.19,222.93,13.79,238.62,0.811,0.6322,0.3393,0.8099,0.0696,-0.3428,-0.5358,-0.2299,0.2964,0.1826,0.4548,3,7.14,2.31,0.0,0.1235,0.124,0.529,40.8
soybean,7.838,366.03,105.13,423.72,28.92,31.67,22.07,39.25,22.62,7.52,335.57,32.93,206.21,0.522,0.737,0.5912,0.9182,0.1084,-0.0057,-0.0808,0.1055,0.3388,0.2664,0.51,1,-5.43,0.0,1.513,0.0963,0.1795,1.591,29.05
soybean,4.939,651.18,20.79,571.85,29.27,35.33,21.63,66.11,14.51,8.04,355.85,14.37,132.89,0.446,0.7161,0.4917,0.8568,0.1174,-0.2545,-0.3581,-0.144,0.1395,-0.0023,0.2309,5,4.13,0.33,0.0,0.0919,0.1901,1.538,34.73
wheat,7.818,518.12,29.83,557.24,36.63,43.45,30.6,25.0,13.58,5.25,310.4,25.78,267.65,0.421,0.6941,0.5671,0.8153,0.0734,-0.335,-0.4612,-0.2247,0.1058,-0.0546,0.2821,1,2.44,8.45,0.0,0.0991,0.3357,3.305,80.56
soybean,8.325,801.21,29.75,944.26,25.08,32.53,20.95,70.73,8.12,8.19,431.01,16.59,199.63,0.982,0.7996,0.5245,0.8867,0.0892,0.0067,-0.1659,0.1342,0.2932,0.1263,0.4531,2,-0.49,0.0,0.0,0.1728,0.0594,1.972,33.19
soybean,6.453,808.98,30.29,904.6,29.03,35.61,21.41,68.45,17.36,7.34,377.93,31.47,187.75,1.489,0.6601,0.3778,0.8425,0.0458,-0.3182,-0.4803,-0.1908,0.2815,0.1967,0.3409,4,12.1,0.61,0.0,0.2942,0.1853,2.04,40.43
chickpea,7.23,717.17,27.35,872.38,24.33,33.03,18.52,53.24,6.84,7.32,291.15,34.6,175.27,0.503,0.706,0.4092,0.8136,0.1421,-0.0924,-0.2413,0.0238,0.229,0.1607,0.3446,5,9.66,0.0,0.0,0.0459,0.3325,1.442,28.54
soybean,9.919,357.22,27.11,299.55,24.65,29.8,15.89,44.21,16.64,7.4,252.53,21.2,110.08,0.781,0.6179,0.4788,0.7077,0.0423,0.0046,-0.169,0.1313,0.1903,0.1099,0.2506,3,-1.53,0.0,0.0,0.039,0.2003,1.124,35.47
maize,9.402,481.07,27.28,492.16,23.92,31.12,15.91,50.17,6.67,6.4,178.74,20.84,213.04,0.82,0.6451,0.4126,0.7603,0.1243,-0.0829,-0.2523,0.0065,0.309,0.2042,0.4112,5,3.14,0.0,0.0,0.1136,0.2473,4.211,40.13
soybean,5.684,788.09,7.47,542.22,24.0,28.85,16.18,64.3,5.54,6.15,297.65,30.46,83.76,0.645,0.8355,0.6717,0.975,0.0357,-0.0821,-0.1885,0.0411,0.2805,0.1431,0.3774,5,7.82,0.0,0.0,0.1005,0.0,1.278,23.23
maize,2.446,1019.41,17.29,995.03,18.35,28.95,10.34,61.41,12.75,5.6,199.11,11.87,186.63,0.649,0.598,0.4417,0.6833,0.1209,0.1461,0.0122,0.2534,0.4007,0.3449,0.5373,5,-2.12,0.0,0.0,0.0797,0.083,4.041,43.51
soybean,9.922,747.44,28.37,612.67,17.87,25.75,10.99,70.41,18.88,7.7,230.12,32.58,242.06,0.931,0.7584,0.6126,0.934,0.0689,0.0435,-0.0613,0.2244,0.4667,0.3061,0.6105,4,6.53,0.0,0.0,0.0807,0.2105,1.302,21.41
maize,9.054,186.03,22.8,156.59,28.38,36.32,21.78,72.53,8.13,4.8,239.12,24.84,150.28,0.942,0.633,0.5166,0.7243,0.1324,-0.2045,-0.2777,-0.0772,0.0913,0.0153,0.222,4,5.35,1.32,0.0,0.0925,0.129,3.54,60.5
cotton,3.768,628.37,51.33,593.3,32.4,40.46,26.77,79.53,25.73,7.25,291.23,35.42,132.26,1.089,0.6335,0.4004,0.7755,0.0876,-0.2576,-0.4273,-0.0827,0.2524,0.1279,0.3546,1,0.79,5.46,0.0,0.3282,0.1813,0.77,54.18
maize,8.162,859.89,15.1,964.74,31.71,38.85,21.35,60.33,15.98,6.71,225.36,16.88,264.87,0.847,0.8766,0.7342,1.0,0.0789,-0.2545,-0.3772,-0.1357,0.2378,0.1087,0.4151,2,1.73,3.85,0.0,0.1211,0.1744,4.013,29.33
soybean,3.613,556.24,30.33,449.71,24.9,34.25,15.09,70.17,6.16,7.42,236.64,22.74,212.54,0.409,0.7,0.5958,0.8991,0.0744,0.008,-0.1672,0.0755,0.1966,0.0749,0.293,5,3.34,0.0,0.0,0.1096,0.0246,1.469,26.13
maize,5.239,840.29,3.66,570.82,30.37,39.25,25.97,53.89,17.73,6.75,278.88,21.96,136.12,0.854,0.7195,0.4911,0.8657,0.0583,-0.3485,-0.4339,-0.2459,0.0588,-0.0503,0.1174,4,5.02,4.25,0.0,0.1109,0.463,3.849,42.51
soybean,2.549,697.72,32.16,844.15,21.2,30.26,15.91,64.67,9.0,6.75,358.67,32.27,216.31,1.037,0.6353,0.5139,0.8319,0.0316,0.0074,-0.1694,0.1272,0.421,0.3375,0.5113,4,3.61,0.0,0.0,0.0782,0.0761,1.476,24.07
wheat,1.275,806.57,24.55,589.66,28.13,35.72,22.12,57.02,11.16,6.89,229.25,39.39,142.66,0.683,0.5757,0.4663,0.759,0.0835,-0.2077,-0.2956,-0.153,0.233,0.1019,0.3233,1,1.32,0.72,0.0,0.1247,0.1855,4.588,36.66
rice,9.702,670.18,28.07,679.43,29.78,36.44,20.06,55.01,19.91,5.73,197.36,32.67,190.48,0.928,0.5431,0.3689,0.6884,0.1122,-0.1553,-0.2257,-0.1043,0.3366,0.209,0.4505,1,-2.02,1.44,0.0,0.1326,0.0776,3.328,50.47
cotton,3.894,813.79,17.91,860.99,19.86,22.48,12.41,49.94,13.65,7.47,159.64,21.77,163.11,0.526,0.6616,0.5287,0.7997,0.0893,-0.0274,-0.1859,0.056,0.3167,0.1814,0.4565,4,2.96,0.0,0.0,0.0469,0.21,0.875,34.41
maize,2.717,758.02,50.14,754.67,22.48,30.52,17.79,46.62,19.64,6.46,166.05,30.21,98.01,0.806,0.71,0.5297,0.8491,0.0924,0.003,-0.142,0.1564,0.3182,0.2228,0.4751,4,-2.55,0.0,0.0,0.0661,0.1197,4.12,26.67
soybean,1.844,421.39,35.65,426.52,29.25,35.89,21.77,48.23,9.21,6.18,249.71,5.0,202.21,0.659,0.7494,0.5292,0.8915,0.119,-0.1892,-0.2694,-0.073,0.2151,0.0841,0.3524,5,-0.55,0.89,0.0,0.153,0.0256,1.604,21.2
chickpea,8.639,647.14,21.35,598.9,32.35,41.21,26.7,85.59,14.5,6.68,213.18,22.06,170.84,0.593,0.6938,0.4991,0.8116,0.0925,-0.1972,-0.2962,-0.0565,0.193,0.0422,0.3702,3,19.4,6.21,0.0,0.3332,0.3178,1.108,58.44
wheat,8.153,596.28,21.92,468.67,30.39,36.84,22.83,41.62,12.7,7.36,240.7,33.34,84.85,0.469,0.6916,0.4532,0.828,0.0751,-0.3002,-0.3907,-0.103,0.2111,0.1597,0.3172,1,9.83,1.84,0.0,0.1044,0.1528,4.284,41.24
rice,7.802,1105.4,22.84,1123.0,24.16,31.82,17.21,72.31,7.83,6.4,175.79,24.22,182.68,0.604,0.6865,0.501,0.7898,0.1024,-0.0898,-0.2014,0.0893,0.2406,0.1063,0.405,5,10.47,0.0,0.0,0.2034,0.2201,2.785,39.7
soybean,1.073,581.5,97.92,706.68,21.33,28.27,15.33,54.31,22.22,6.83,224.35,6.15,180.35,1.067,0.6432,0.5149,0.7232,0.1131,0.2637,0.2096,0.4414,0.571,0.406,0.6515,2,-5.68,0.0,0.792,0.1408,0.0444,2.021,29.7
maize,1.143,781.53,60.97,573.7,32.44,38.77,27.93,65.03,17.0,6.73,323.95,7.12,202.05,0.15,0.723,0.5816,0.8085,0.02,-0.2212,-0.3981,-0.0459,0.2615,0.1227,0.367,2,-0.6,3.77,0.0,0.3722,0.235,4.26,47.47
soybean,9.036,704.6,39.57,837.33,24.03,25.81,19.01,59.22,19.75,7.08,252.98,17.49,178.42,0.599,0.662,0.3768,0.857,0.1517,0.1481,0.0602,0.3449,0.1854,0.0624,0.3196,5,-3.98,0.0,0.0,0.1838,0.0286,1.813,37.92
maize,1.3,755.32,20.31,628.66,25.33,34.76,18.58,62.6,5.6,6.31,180.29,26.36,210.39,0.619,0.7525,0.6484,0.9462,0.0788,-0.075,-0.1268,0.0972,0.2392,0.1555,0.3888,1,-9.5,0.0,0.0,0.1407,0.0,4.37,19.86
maize,2.234,714.52,42.19,634.67,33.24,38.55,27.17,87.52,11.78,5.96,176.3,24.41,86.31,0.942,0.5963,0.311,0.7116,0.0659,-0.1937,-0.375,-0.0447,0.0804,0.0131,0.1878,5,11.31,3.55,0.0,0.2684,0.134,3.692,69.27
chickpea,1.795,771.51,14.46,613.38,18.59,24.99,13.6,65.42,4.17,6.19,324.75,24.0,106.13,0.501,0.6911,0.5629,0.8137,0.0943,0.1758,0.0951,0.3238,0.3674,0.2343,0.4631,1,-2.54,0.0,0.0,0.0455,0.07,1.38,26.37
wheat,8.489,873.45,17.36,605.58,26.26,31.31,21.16,77.14,14.88,6.71,284.04,19.51,265.0,0.56,0.8844,0.724,0.986,0.1166,-0.0408,-0.2334,0.0443,0.3268,0.2369,0.411,4,-1.55,0.0,0.0,0.1153,0.153,4.981,15.43
rice,6.779,680.66,7.25,471.16,32.15,35.32,21.9,60.08,13.03,4.83,298.36,31.71,142.65,0.699,0.6421,0.5055,0.7327,0.0779,-0.3767,-0.5104,-0.3064,0.1218,-0.0084,0.2982,3,7.11,0.32,0.0,0.1307,0.1973,3.671,46.1
soybean,5.073,487.87,11.03,570.06,22.3,28.62,13.9,54.31,13.04,5.97,222.2,5.0,158.15,0.834,0.7509,0.5163,0.8359,0.0947,0.0623,-0.0155,0.1675,0.3824,0.2649,0.4487,4,2.62,0.0,0.0,0.1186,0.1165,1.12,35.55
cotton,5.037,229.23,33.07,203.4,31.69,40.58,26.27,40.06,13.33,5.68,279.15,13.82,197.69,1.159,0.7365,0.5922,0.8893,0.0823,-0.1864,-0.3517,-0.0849,0.1319,-0.0268,0.2382,2,4.68,5.58,0.0,0.0541,0.2422,0.468,56.26
rice,0.548,795.75,12.36,826.72,28.23,30.11,19.99,54.89,25.63,5.42,197.04,25.94,248.01,0.663,0.6273,0.4383,0.7859,0.0741,-0.1692,-0.2564,-0.1166,0.2007,0.1242,0.2823,1,1.35,0.0,0.0,0.1926,0.1265,3.237,37.36
wheat,8.113,611.69,42.4,718.99,36.02,43.91,29.88,60.34,14.38,7.2,147.47,21.16,162.76,0.378,0.5445,0.4087,0.7187,0.088,-0.3874,-0.5183,-0.2517,0.0817,-0.0435,0.2405,1,4.56,8.91,0.0,0.4943,0.442,3.17,92.7
wheat,9.9,780.72,46.33,706.06,31.28,40.42,25.4,95.12,1.0,6.52,227.88,19.67,135.96,0.548,0.6467,0.5226,0.7888,0.0848,-0.2065,-0.3666,-0.0272,0.1768,0.0218,0.2368,5,-3.83,5.42,0.0,0.4371,0.3583,4.549,68.84
soybean,7.191,378.64,18.72,355.95,29.16,38.98,24.01,49.41,9.02,6.31,194.73,17.12,183.22,0.701,0.6546,0.4793,0.8455,0.0466,-0.3012,-0.4986,-0.1951,0.2044,0.0861,0.3808,5,6.49,3.98,0.0,0.0691,0.2124,1.311,48.56
rice,2.187,325.91,21.33,324.58,22.98,30.89,18.13,67.29,12.82,6.91,258.96,27.03,184.18,1.174,0.6172,0.3608,0.7993,0.0705,0.0223,-0.1776,0.2109,0.2438,0.1857,0.335,1,6.93,0.0,0.0,0.1007,0.0688,2.944,30.42
rice,5.642,715.6,52.86,615.04,26.98,37.63,18.6,65.67,11.65,6.27,159.16,25.88,245.52,0.792,0.7731,0.4899,0.8926,0.1432,-0.0019,-0.0773,0.1388,0.2582,0.1331,0.3936,5,6.36,2.63,0.0,0.1379,0.0828,3.588,31.6
rice,3.687,403.35,21.74,295.48,24.27,27.85,17.08,67.42,1.0,5.8,204.76,60.0,133.61,0.42,0.7886,0.519,0.9687,0.0664,-0.0108,-0.0736,0.1275,0.2301,0.088,0.4026,3,6.42,0.0,0.0,0.0355,0.1804,3.593,21.29
maize,8.629,1019.84,21.07,1092.11,21.89,29.66,13.94,72.79,11.13,6.5,357.53,30.96,96.02,0.921,0.5828,0.4488,0.7658,0.0773,-0.0337,-0.1889,0.0441,0.4657,0.3291,0.6003,1,5.75,0.0,0.0,0.122,0.1366,4.164,33.47
maize,1.407,628.1,25.5,744.19,42.0,50.0,35.0,63.73,11.28,6.98,248.26,19.47,227.9,0.868,0.4989,0.2456,0.6045,0.1003,-0.5916,-0.6874,-0.5064,0.0138,-0.0798,0.1231,1,3.69,15.0,0.0,0.3014,0.3361,2.035,90.44
maize,8.146,475.35,34.33,470.83,25.8,30.81,20.77,79.83,1.09,6.16,236.59,10.53,243.3,1.148,0.7514,0.5488,0.8798,0.1446,-0.0656,-0.1204,0.0278,0.2689,0.2123,0.3446,3,-1.4,0.0,0.0,0.2552,0.1653,4.315,27.36
wheat,6.14,763.95,43.97,903.7,18.93,29.04,11.09,71.29,18.88,7.04,231.93,6.02,267.66,1.153,0.7693,0.489,0.8664,0.0685,0.206,0.0921,0.3275,0.372,0.256,0.432,4,12.28,0.0,0.0,0.1239,0.0829,4.333,29.92
maize,6.198,453.74,4.48,329.25,27.35,34.25,20.2,59.45,17.15,7.65,265.85,14.28,181.52,0.82,0.8063,0.6076,0.9929,0.0933,-0.2185,-0.3568,-0.1023,0.1467,-0.0123,0.3139,2,10.26,0.0,0.0,0.042,0.0572,3.737,29.82
wheat,5.671,422.03,10.26,493.93,29.44,33.94,17.67,47.62,10.4,8.14,268.83,33.45,112.49,0.625,0.7043,0.5076,0.8422,0.108,-0.1568,-0.3029,0.0154,0.1281,0.0254,0.2375,3,2.03,0.0,0.0,0.1182,0.1851,4.667,39.45
cotton,7.746,711.92,53.43,533.06,36.84,46.62,32.58,72.6,18.46,8.19,329.98,29.45,147.83,0.498,0.5492,0.3446,0.7481,0.1101,-0.3111,-0.4043,-0.1694,0.1373,-0.0229,0.1885,1,15.36,11.62,0.0,0.5778,0.4225,0.498,92.59
chickpea,8.516,715.86,24.18,501.18,28.09,35.5,19.84,68.05,19.48,6.63,231.43,14.62,263.05,0.55,0.6808,0.5331,0.7683,0.0597,-0.1286,-0.2014,-0.0032,0.2,0.1001,0.2834,1,11.0,0.5,0.0,0.2637,0.0959,1.11,28.66
chickpea,9.221,437.56,33.67,511.81,26.85,35.02,19.53,46.23,11.14,6.58,253.47,21.49,189.13,1.23,0.8064,0.531,0.9442,0.1045,-0.1452,-0.2364,0.04,0.1831,0.0071,0.2699,4,-0.06,0.02,0.0,0.0632,0.0536,1.324,23.03
