crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_estimate,risk_score_estimate
chickpea,2.969,686.77,13.81,668.06,29.02,32.99,22.82,78.02,18.36,6.41,141.26,28.41,208.76,0.996,0.6719,0.3986,0.8412,0.0864,-0.2583,-0.4052,-0.0919,0.3132,0.1672,0.4382,5,5.81,0.0,0.0,0.3641,0.3549,1.287,40.0
cotton,0.671,869.72,18.9,569.13,33.11,40.9,28.31,82.56,15.52,6.52,328.79,21.16,156.18,0.639,0.5904,0.3508,0.7377,0.0873,-0.4031,-0.5002,-0.34,0.118,0.025,0.2954,3,-2.63,5.9,0.0,0.3493,0.1878,0.954,58.99
soybean,9.875,410.07,9.05,420.43,34.22,35.74,25.59,81.88,10.75,6.71,226.87,25.33,261.38,0.988,0.6226,0.4567,0.8112,0.0562,-0.3796,-0.5393,-0.1953,-0.0207,-0.1741,0.1278,5,9.03,0.74,0.0,0.2921,0.1616,1.205,42.61
soybean,9.074,621.45,33.61,500.68,26.33,30.66,19.14,67.51,14.27,7.07,309.99,26.04,203.91,0.502,0.6503,0.3526,0.7929,0.1147,-0.1933,-0.2857,-0.0064,0.3815,0.3036,0.4845,2,2.46,0.0,0.0,0.1119,0.0465,1.585,29.13
wheat,3.816,942.77,9.31,1144.0,29.28,36.0,25.8,41.83,26.19,5.81,203.15,24.08,186.15,0.492,0.5785,0.3245,0.6826,0.1393,-0.2714,-0.3598,-0.1633,0.1785,0.0594,0.3339,5,-0.7,1.0,0.0,0.0399,0.1235,4.627,38.69
chickpea,1.813,656.21,10.56,489.85,26.83,32.98,16.9,76.45,9.9,6.47,237.41,30.8,136.09,0.892,0.6211,0.5079,0.7577,0.0543,-0.1071,-0.2515,0.0608,0.2248,0.1568,0.2858,2,6.49,0.0,0.0,0.2194,0.2352,1.495,42.04
cotton,3.801,750.48,28.93,704.24,28.04,33.18,20.27,79.7,15.17,6.76,221.89,30.83,238.24,1.127,0.6366,0.4834,0.7197,0.1183,-0.0265,-0.1858,0.0442,0.21,0.0962,0.2853,5,9.01,0.0,0.0,0.3638,0.0942,0.671,36.63
wheat,3.287,799.38,24.08,922.37,30.38,39.78,22.79,88.08,11.95,6.7,204.23,26.59,253.24,0.6,0.7294,0.5715,0.8637,0.0457,-0.0906,-0.2731,0.102,0.1537,0.0327,0.2892,4,-1.67,4.78,0.0,0.2197,0.1853,3.872,38.39
wheat,6.478,1297.23,35.49,1194.69,23.28,30.92,17.23,98.0,11.96,7.57,234.13,13.39,256.68,0.364,0.7196,0.4336,0.9072,0.0378,0.0799,0.0115,0.2178,0.3438,0.2336,0.4353,1,8.23,0.0,0.0,0.1336,0.213,4.202,31.77
soybean,7.205,445.1,4.91,432.49,29.86,39.42,25.06,54.9,8.05,7.26,172.45,28.82,295.22,1.018,0.6796,0.4099,0.8759,0.0876,-0.2192,-0.2738,-0.1093,0.1632,0.0826,0.313,5,6.96,4.42,0.0,0.0421,0.1416,1.611,36.23
chickpea,4.917,607.42,26.44,642.15,27.02,33.15,18.44,46.28,8.46,6.19,185.7,30.06,174.78,0.854,0.6675,0.4488,0.8203,0.0666,-0.0795,-0.2263,0.0278,0.172,0.1104,0.3289,4,0.08,0.0,0.0,0.0781,0.1528,1.219,29.89
cotton,0.674,493.38,9.96,400.46,30.87,39.22,24.86,87.62,11.6,5.21,181.96,32.77,240.8,0.551,0.7518,0.5777,0.8877,0.1,-0.3976,-0.5165,-0.341,0.1228,-0.0274,0.2444,1,1.41,4.22,0.0,0.1877,0.1668,0.285,54.38
rice,1.931,390.35,27.69,319.17,31.54,40.79,26.53,67.59,14.24,6.86,425.46,31.88,50.0,0.695,0.6654,0.5334,0.8608,0.1242,-0.1261,-0.2331,0.015,0.1455,-0.0022,0.2939,2,-2.24,5.79,0.0,0.2966,0.2603,2.915,55.05
chickpea,7.41,730.64,23.01,836.38,32.13,39.63,26.74,75.62,8.08,7.4,249.73,14.97,107.88,1.292,0.6783,0.5736,0.8274,0.0853,-0.1089,-0.1923,-0.0515,0.102,-0.0684,0.2659,3,3.63,4.63,0.0,0.2404,0.1902,1.267,56.51
soybean,4.391,150.0,38.91,143.7,30.82,37.08,21.53,50.11,10.22,7.03,170.08,31.98,211.08,0.99,0.7019,0.5287,0.7919,0.0692,-0.2364,-0.3094,-0.1015,0.2253,0.1664,0.3677,2,3.25,2.08,0.0,0.0669,0.0776,1.888,26.67
rice,2.728,479.79,30.79,460.19,28.89,36.45,23.49,55.5,7.79,6.92,268.43,18.14,148.42,1.027,0.7146,0.4962,0.8964,0.0525,-0.2238,-0.292,-0.084,0.3323,0.2446,0.4128,2,18.9,1.45,0.0,0.0898,0.0,2.822,23.13
chickpea,4.45,667.44,52.37,632.07,31.71,37.87,20.44,63.37,19.5,7.61,265.52,34.9,344.43,0.73,0.8375,0.722,0.9391,0.1194,-0.3445,-0.4399,-0.1749,0.2622,0.1781,0.3369,2,5.34,2.87,0.0,0.152,0.2303,1.506,34.35
chickpea,3.682,426.15,55.51,296.01,28.47,38.02,20.36,56.33,16.36,6.65,358.98,16.25,121.63,0.985,0.5242,0.2817,0.634,0.1259,-0.021,-0.1542,0.1788,0.259,0.155,0.433,1,8.95,3.02,0.0,0.1675,0.2336,0.994,51.3
chickpea,2.78,736.89,22.83,866.25,19.12,26.51,11.95,69.75,11.87,7.05,125.17,32.89,219.14,0.307,0.5442,0.3203,0.7347,0.0946,0.1139,-0.0601,0.242,0.4354,0.3105,0.5845,4,7.85,0.0,0.0,0.0723,0.2118,1.532,36.67
cotton,1.31,751.73,99.2,826.22,30.48,34.21,25.31,49.02,9.77,6.59,323.35,23.89,97.11,1.102,0.7016,0.4533,0.7921,0.0957,-0.179,-0.2318,-0.1241,0.2943,0.1476,0.3584,5,3.66,0.0,0.92,0.0934,0.0875,0.659,27.23
chickpea,8.965,688.32,62.55,509.6,25.94,31.34,20.99,98.0,11.25,6.22,197.87,31.97,50.0,0.969,0.7981,0.5393,0.9649,0.071,-0.0316,-0.1013,0.1246,0.2273,0.1722,0.3986,1,6.23,0.0,0.0,0.2608,0.191,0.736,29.94
cotton,6.163,991.29,22.5,818.58,22.79,26.49,15.94,43.66,6.34,6.09,216.89,30.13,136.18,1.07,0.8766,0.6541,0.9986,0.0777,0.0131,-0.1114,0.097,0.2706,0.2014,0.376,3,-1.9,0.0,0.0,0.062,0.1426,0.884,22.97
wheat,3.581,711.13,38.04,830.78,27.67,37.06,22.48,62.69,10.03,5.79,142.95,27.08,143.38,0.816,0.5353,0.3963,0.7193,0.0731,-0.1351,-0.2822,-0.0648,0.2176,0.1636,0.3806,2,3.79,2.06,0.0,0.1602,0.0129,4.724,56.4
chickpea,2.869,323.84,39.21,238.14,22.44,29.97,15.46,53.67,12.19,6.0,326.85,9.61,274.37,0.893,0.8028,0.5461,0.9102,0.0381,0.0106,-0.0838,0.1925,0.4705,0.3597,0.5752,3,-0.73,0.0,0.0,0.0601,0.0541,1.076,28.52
rice,9.37,926.1,19.45,665.38,34.81,40.13,28.07,68.64,6.27,7.57,199.6,13.36,154.85,0.511,0.3932,0.2902,0.4843,0.02,-0.2948,-0.3638,-0.1495,0.0364,-0.0536,0.1589,5,2.42,5.13,0.0,0.2196,0.2781,2.233,86.92
maize,4.661,486.91,22.71,520.19,27.33,34.12,23.32,77.17,2.06,5.78,418.35,15.7,278.87,0.81,0.8819,0.741,0.9828,0.0941,-0.1379,-0.3146,-0.0014,0.2759,0.2148,0.433,2,-10.0,0.0,0.0,0.0762,0.1012,4.512,26.02
rice,1.364,785.53,52.28,697.97,20.76,28.36,13.45,63.48,7.81,7.12,152.92,17.94,227.68,0.384,0.6753,0.5053,0.8724,0.0905,0.1125,-0.0766,0.1975,0.4316,0.3389,0.5052,1,3.59,0.0,0.0,0.1013,0.0732,3.401,36.37
chickpea,6.519,895.97,69.13,633.79,27.65,36.4,18.44,80.87,15.95,6.8,201.3,22.21,198.01,0.479,0.6844,0.3851,0.876,0.0648,0.0164,-0.0847,0.0963,0.3082,0.2464,0.3638,1,3.16,1.4,0.0,0.2243,0.2023,1.149,37.26
rice,1.52,260.59,21.14,275.08,28.9,34.68,18.91,59.52,2.71,5.71,147.36,37.04,163.46,0.999,0.5913,0.4577,0.7314,0.0969,-0.16,-0.2776,0.0153,0.135,-0.0347,0.1891,4,-0.78,0.0,0.0,0.1849,0.184,2.975,38.58
chickpea,5.568,585.26,12.54,458.8,20.06,26.36,15.35,65.61,13.83,6.5,306.16,25.85,205.41,0.757,0.7982,0.5903,0.9379,0.0816,0.0038,-0.0563,0.0602,0.2787,0.2257,0.4127,4,5.89,0.0,0.0,0.03,0.2338,1.364,25.57
wheat,2.165,747.43,18.64,680.97,20.0,26.3,15.23,85.5,21.34,6.42,376.87,16.58,69.07,0.756,0.8243,0.561,0.9975,0.1145,0.1561,0.0364,0.3217,0.4122,0.3481,0.5567,3,7.49,0.0,0.0,0.1585,0.0047,4.594,26.47
wheat,8.637,661.23,8.85,701.67,25.95,34.5,18.38,85.85,14.72,7.31,180.45,34.62,165.71,0.529,0.7449,0.6138,0.9449,0.0781,0.0508,-0.0951,0.1949,0.1822,0.0653,0.3289,2,2.44,0.0,0.0,0.1836,0.1133,4.329,32.62
chickpea,5.224,689.11,65.69,737.82,22.46,32.68,14.44,75.12,19.37,7.73,142.34,22.67,205.45,0.861,0.6319,0.4534,0.7199,0.0998,0.0458,-0.0284,0.1731,0.5144,0.3638,0.5719,3,-0.63,0.0,0.0,0.151,0.0955,1.418,46.66
maize,6.986,575.57,89.97,517.96,20.44,28.84,14.08,78.59,19.7,7.76,188.98,27.2,66.53,0.759,0.6794,0.5486,0.7953,0.0459,0.1675,0.0896,0.2479,0.4165,0.3152,0.5932,1,-1.89,0.0,0.0,0.3819,0.1506,4.149,54.71
rice,1.802,401.7,11.6,472.78,34.54,39.2,28.02,53.89,18.53,6.12,236.02,35.47,196.41,0.886,0.6551,0.3678,0.8507,0.082,-0.4068,-0.575,-0.2209,0.0476,-0.1322,0.2155,4,20.82,4.2,0.0,0.1314,0.2718,2.646,48.04
cotton,7.924,819.82,37.89,580.77,25.1,32.22,16.96,81.23,17.53,6.35,259.94,5.0,260.49,0.922,0.6106,0.4166,0.7232,0.0655,-0.1413,-0.2421,-0.0017,0.2604,0.0805,0.4207,3,-0.24,0.0,0.0,0.3056,0.1072,0.882,43.24
maize,1.196,452.32,26.79,365.85,20.03,26.68,8.82,67.53,21.11,7.27,290.31,15.59,157.43,0.404,0.7353,0.4951,0.8329,0.1308,0.0891,-0.0283,0.1471,0.4121,0.3364,0.5751,3,-6.77,0.0,0.0,0.0589,0.1692,4.477,25.01
maize,1.415,476.83,14.49,532.15,28.6,36.48,14.14,80.4,22.71,6.04,190.33,21.68,279.97,0.586,0.8062,0.5283,0.9104,0.0988,-0.1954,-0.2783,-0.0086,0.2172,0.1273,0.3383,3,3.29,1.48,0.0,0.1482,0.1706,4.538,27.44
wheat,7.244,579.65,40.69,566.21,29.68,37.03,22.1,71.22,8.0,5.58,207.88,18.59,176.81,0.893,0.7165,0.449,0.8959,0.1243,-0.2739,-0.3686,-0.1684,0.2676,0.1987,0.3195,2,-0.73,2.03,0.0,0.1447,0.2642,4.584,44.37
cotton,6.282,434.03,35.18,409.78,29.82,37.49,21.65,69.3,22.39,6.27,307.13,26.5,155.92,0.517,0.6482,0.5063,0.7907,0.0468,-0.2693,-0.3938,-0.1311,0.1561,-0.0127,0.3174,3,10.02,2.49,0.0,0.1414,0.1545,0.492,49.32
soybean,7.809,772.66,73.13,674.05,16.72,28.02,7.44,80.7,1.0,7.05,318.35,31.51,145.98,0.827,0.8167,0.6018,0.9606,0.0552,0.3094,0.1432,0.4006,0.5614,0.464,0.656,3,5.25,0.0,0.0,0.0957,0.0627,1.235,25.94
chickpea,7.289,774.05,5.35,906.7,37.59,44.58,34.55,82.14,9.01,6.09,251.0,8.76,290.61,0.955,0.5362,0.2985,0.654,0.0679,-0.421,-0.5454,-0.3073,0.0887,-0.0194,0.1549,1,8.97,9.58,0.0,0.5161,0.4923,0.644,94.5
soybean,4.78,728.26,10.19,669.21,36.34,42.07,28.47,80.9,10.12,6.66,201.76,10.61,164.54,0.514,0.5199,0.4134,0.6963,0.0755,-0.3718,-0.5057,-0.2556,0.0656,-0.014,0.1234,2,-2.24,7.07,0.0,0.2765,0.274,1.009,80.65
maize,3.427,459.7,19.12,531.43,26.96,32.01,20.15,61.45,21.48,6.19,115.71,29.48,202.54,0.744,0.6726,0.5488,0.8011,0.1599,-0.1272,-0.2232,0.03,0.2245,0.1513,0.3186,5,8.72,0.0,0.0,0.1732,0.2254,4.261,36.91
wheat,1.421,381.79,65.83,308.43,21.47,28.48,14.59,44.99,14.8,7.34,131.37,25.86,136.32,0.832,0.575,0.4043,0.6953,0.1326,0.0955,-0.0065,0.1519,0.3453,0.2861,0.4605,4,-2.57,0.0,0.0,0.102,0.1051,4.583,41.81
wheat,4.362,1230.44,4.27,1300.97,30.06,38.55,23.62,70.27,15.63,6.18,313.71,30.78,93.19,1.074,0.8113,0.5275,0.9663,0.1557,-0.3205,-0.4353,-0.1624,0.2149,0.1153,0.3251,3,6.28,3.55,0.0,0.19,0.2456,4.226,43.04
chickpea,5.053,1017.08,29.34,823.22,23.88,27.46,16.75,49.34,25.57,6.52,297.03,17.11,113.11,0.673,0.7025,0.4776,0.8623,0.0699,-0.1222,-0.2238,0.0101,0.3392,0.1705,0.5095,1,3.32,0.0,0.0,0.0415,0.0432,1.122,17.93
cotton,8.172,513.24,26.28,357.78,24.28,31.43,16.89,60.4,16.1,6.0,148.87,11.98,190.07,0.424,0.6538,0.3548,0.7912,0.0991,-0.0707,-0.2572,0.1099,0.3043,0.242,0.4334,4,1.96,0.0,0.0,0.0862,0.167,0.995,41.6
chickpea,4.657,473.76,23.37,591.94,30.05,37.33,20.58,62.75,13.43,6.91,243.33,30.36,209.6,0.902,0.7464,0.4489,0.8905,0.1422,-0.1396,-0.2142,-0.0278,0.2539,0.0885,0.3734,1,2.11,2.33,0.0,0.2262,0.1971,1.586,29.75
maize,8.064,570.69,36.66,547.45,28.04,33.97,21.0,62.98,17.25,7.47,279.18,30.77,182.75,1.359,0.6994,0.4149,0.8494,0.1112,-0.1033,-0.2236,-0.0145,0.2442,0.183,0.3412,3,16.55,0.0,0.0,0.2252,0.1894,4.214,31.29
wheat,3.519,563.19,30.37,496.98,23.72,28.69,15.57,68.93,14.49,6.4,193.05,38.3,201.45,1.153,0.8679,0.6019,1.0,0.1377,-0.0969,-0.196,0.0626,0.3768,0.2847,0.5059,4,7.96,0.0,0.0,0.0827,0.17,4.47,21.55
rice,7.261,610.75,20.06,749.91,22.8,26.76,18.34,66.51,14.49,6.74,220.37,12.32,247.98,1.031,0.7654,0.5385,0.8641,0.1468,-0.0077,-0.1469,0.1126,0.3109,0.1554,0.3729,3,8.26,0.0,0.0,0.0525,0.1089,3.54,20.49
chickpea,5.922,456.79,8.7,408.67,24.28,29.18,13.69,72.03,11.18,5.92,264.31,21.45,165.28,0.688,0.6727,0.5522,0.8667,0.1777,-0.1547,-0.2596,-0.0667,0.3989,0.2945,0.5725,1,12.06,0.0,0.0,0.0822,0.0929,1.372,28.87
rice,1.87,336.56,17.05,353.12,26.78,33.24,18.58,30.24,16.17,5.89,238.82,21.83,148.84,0.976,0.605,0.4806,0.7283,0.135,-0.092,-0.1898,0.058,0.2899,0.1488,0.4632,1,16.57,0.0,0.0,0.0289,0.1751,3.18,35.93
cotton,8.878,683.67,6.75,600.23,29.74,36.61,25.92,84.99,19.5,6.89,170.41,14.66,209.88,0.582,0.7028,0.4794,0.801,0.0948,-0.2266,-0.4157,-0.0419,0.1935,0.0191,0.3141,3,10.09,1.61,0.0,0.1897,0.1309,0.809,35.86
rice,0.624,1039.43,35.2,910.94,32.45,38.08,28.57,54.15,17.46,7.08,270.67,22.6,223.43,0.862,0.7351,0.5519,0.8241,0.104,-0.2912,-0.4765,-0.1553,0.2552,0.0852,0.3152,3,5.41,3.08,0.0,0.2073,0.1417,2.801,28.58
soybean,6.912,363.02,31.2,314.39,24.99,30.9,18.34,51.24,8.04,6.62,243.43,24.96,161.35,0.896,0.5233,0.3159,0.6705,0.0954,-0.0881,-0.1882,0.0686,0.1023,0.0283,0.2605,5,0.34,0.0,0.0,0.1005,0.1371,1.592,38.19
rice,8.674,772.44,14.93,651.31,27.41,34.78,20.28,66.94,12.38,7.27,242.03,34.0,208.12,0.948,0.6601,0.4406,0.8121,0.084,-0.056,-0.1607,0.111,0.1696,0.1149,0.3256,3,-3.33,0.0,0.0,0.2022,0.1049,3.199,26.68
cotton,1.201,674.32,76.39,627.22,30.34,36.76,25.9,62.13,12.55,6.03,314.98,31.34,207.59,0.89,0.7453,0.5766,0.9111,0.1286,-0.2163,-0.3934,-0.0982,0.1664,0.0189,0.2339,5,9.0,1.76,0.0,0.3357,0.4772,0.855,44.21
soybean,7.545,301.68,21.32,351.52,28.26,33.75,22.84,78.85,7.78,7.03,361.74,26.18,233.46,1.173,0.8989,0.64,0.9962,0.0708,-0.113,-0.2284,0.0696,0.2165,0.1386,0.3349,1,13.82,0.0,0.0,0.1351,0.0368,1.609,25.15
maize,7.828,414.03,121.56,497.0,28.79,33.77,19.52,80.45,19.26,6.9,227.44,27.88,147.15,0.829,0.7599,0.6454,0.9167,0.1223,0.0137,-0.1049,0.0793,0.5546,0.378,0.7209,2,-1.33,0.0,3.156,0.5133,0.2703,4.093,53.74
rice,6.075,624.15,24.71,600.56,21.36,28.53,14.18,82.71,16.31,6.99,238.87,28.58,150.41,0.826,0.6593,0.481,0.7431,0.1152,0.1439,0.049,0.2395,0.3514,0.289,0.512,1,0.5,0.0,0.0,0.0991,0.0967,3.335,28.68
cotton,6.135,683.65,53.79,505.15,30.28,38.84,25.09,53.99,19.26,8.2,275.9,30.6,182.57,0.737,0.729,0.516,0.8949,0.1304,-0.2998,-0.4444,-0.1725,0.2126,0.034,0.3049,4,6.24,3.84,0.0,0.2017,0.313,0.468,57.63
cotton,9.692,360.12,34.52,400.17,25.38,36.36,17.49,65.84,7.29,6.35,274.66,26.24,179.37,0.608,0.7025,0.5777,0.8399,0.1044,-0.0785,-0.1608,0.0288,0.1692,0.0103,0.3136,5,3.54,1.36,0.0,0.134,0.2557,0.819,33.63
cotton,2.025,800.68,25.49,589.32,32.9,41.44,28.62,57.21,18.03,6.31,394.19,13.48,205.78,0.299,0.5907,0.3724,0.7162,0.1227,-0.3544,-0.5339,-0.2427,0.1654,0.027,0.2669,2,6.18,6.44,0.0,0.1392,0.2731,0.169,64.49
soybean,1.912,765.03,20.11,754.58,24.94,25.25,15.56,52.99,16.39,6.79,217.26,34.03,152.77,0.909,0.7401,0.51,0.919,0.1223,-0.1904,-0.2849,-0.0472,0.3401,0.2328,0.4771,1,1.25,0.0,0.0,0.1318,0.0,1.676,18.16
maize,4.577,480.89,64.33,551.44,26.3,33.41,19.44,71.99,21.56,7.91,327.63,9.06,146.33,0.933,0.719,0.5315,0.8464,0.0769,0.1275,-0.0698,0.1814,0.2549,0.1866,0.3736,1,1.74,0.0,0.0,0.1501,0.2567,4.052,42.44
rice,5.326,836.98,13.2,875.78,29.76,34.14,26.01,79.68,19.01,7.06,226.5,15.13,213.81,0.632,0.4763,0.1855,0.6683,0.0968,-0.1835,-0.2774,-0.1283,0.1378,0.0104,0.2548,4,-0.2,0.0,0.0,0.1931,0.2788,3.273,54.84
rice,5.023,694.17,6.36,524.51,27.84,34.4,21.51,75.06,13.9,7.57,294.25,20.14,154.83,0.454,0.7437,0.445,0.8238,0.0576,-0.2444,-0.41,-0.0877,0.1879,0.0505,0.3039,3,14.0,0.0,0.0,0.1226,0.2496,3.031,36.86
rice,9.674,844.12,56.8,897.56,23.65,31.37,14.87,48.07,23.13,6.06,268.13,5.0,276.36,0.977,0.6407,0.5121,0.8315,0.1038,0.0663,-0.0311,0.1945,0.2987,0.1676,0.4498,5,-1.76,0.0,0.0,0.0908,0.1139,3.506,40.15
rice,1.609,659.31,10.57,663.61,24.46,32.26,15.24,98.0,22.31,6.26,257.0,13.57,55.63,0.751,0.5689,0.4187,0.7645,0.026,-0.0509,-0.1106,0.0663,0.2781,0.1973,0.4277,1,0.26,0.0,0.0,0.3997,0.0921,3.166,57.95
cotton,4.864,859.14,18.02,584.29,23.4,31.97,15.82,66.58,11.78,7.15,233.19,25.94,84.4,0.464,0.7286,0.486,0.9008,0.0888,-0.0067,-0.0906,0.1332,0.2438,0.1032,0.4215,3,-6.28,0.0,0.0,0.1173,0.1327,0.789,29.37
maize,8.982,818.75,5.98,606.18,26.71,34.77,20.77,42.72,18.07,5.75,145.96,35.45,99.55,0.494,0.6404,0.4003,0.794,0.0379,-0.1789,-0.2452,-0.0227,0.1262,-0.0149,0.2699,3,4.39,0.0,0.0,0.0522,0.0588,4.206,44.37
wheat,6.892,645.21,35.06,667.9,37.05,42.63,31.04,51.82,11.42,5.91,275.46,27.9,229.93,0.54,0.6151,0.3455,0.7003,0.062,-0.3356,-0.5257,-0.2812,0.1922,0.0143,0.3057,4,9.75,7.63,0.0,0.3762,0.4441,3.291,75.19
cotton,2.754,1012.25,18.7,1211.43,28.54,35.05,25.1,79.35,10.29,7.0,299.43,9.8,170.96,0.15,0.8857,0.6435,1.0,0.0652,-0.0974,-0.175,0.0374,0.2166,0.1654,0.2847,3,1.05,0.05,0.0,0.1597,0.2413,0.897,27.78
chickpea,3.272,561.74,11.89,554.48,31.01,39.59,23.94,69.01,24.68,6.14,132.43,17.86,146.43,0.584,0.6096,0.433,0.7248,0.1317,-0.3099,-0.4213,-0.2088,0.2923,0.1717,0.3554,3,2.45,4.59,0.0,0.3999,0.3291,0.769,85.07
maize,9.561,994.07,9.67,810.43,29.81,34.73,24.75,51.78,8.55,6.45,170.28,26.59,158.49,0.755,0.6078,0.4139,0.7887,0.1268,-0.2374,-0.3645,-0.0488,0.0451,-0.0057,0.1635,5,2.56,0.0,0.0,0.1127,0.0915,4.239,38.76
cotton,5.948,882.64,25.14,878.91,24.78,32.98,17.05,61.81,12.42,5.87,155.14,5.0,205.45,0.957,0.6589,0.3635,0.8065,0.0706,-0.2,-0.3773,-0.0758,0.2929,0.1235,0.4314,4,-2.4,0.0,0.0,0.1143,0.0487,0.876,34.21
rice,6.207,879.87,22.8,883.76,30.97,36.5,28.8,75.59,4.49,7.16,377.36,24.84,235.75,0.882,0.6765,0.5038,0.8284,0.0912,-0.2547,-0.3416,-0.0691,0.164,0.0491,0.2831,3,13.58,1.5,0.0,0.1406,0.1656,3.065,25.39
wheat,9.307,915.29,38.23,606.01,31.41,35.87,26.11,77.55,19.25,7.33,210.11,37.43,108.33,0.726,0.7606,0.4746,0.8675,0.1041,-0.2283,-0.2848,-0.0314,0.2372,0.106,0.3395,1,17.96,0.87,0.0,0.2293,0.321,4.208,40.14
cotton,5.813,880.2,26.11,617.33,27.1,32.62,22.22,70.07,3.48,7.1,369.26,30.27,200.76,0.852,0.7483,0.4901,0.8801,0.0463,-0.1194,-0.238,-0.0633,0.2221,0.0528,0.3325,4,-0.35,0.0,0.0,0.1711,0.3018,0.88,28.24
rice,8.658,773.19,26.41,774.64,27.56,37.84,20.98,64.01,14.8,7.63,244.37,44.14,152.44,1.634,0.6283,0.4331,0.8153,0.06,-0.2087,-0.3695,-0.1156,0.1676,0.0463,0.2299,3,-1.3,2.84,0.0,0.1871,0.2491,3.46,57.4
chickpea,4.899,884.38,15.2,893.39,29.66,36.52,22.49,47.33,14.54,6.21,328.08,24.77,171.27,0.628,0.7436,0.5122,0.9364,0.0579,-0.1114,-0.2325,-0.0007,0.1672,0.0954,0.3427,5,3.32,1.52,0.0,0.0265,0.1767,1.722,19.46
maize,6.164,150.0,22.5,161.68,32.39,42.01,25.87,62.0,14.14,6.47,213.12,14.66,104.91,0.824,0.5872,0.4553,0.7668,0.0752,-0.1589,-0.2793,-0.105,0.1036,-0.0115,0.2252,3,-3.02,7.01,0.0,0.1083,0.2342,2.438,68.86
rice,3.597,540.54,59.81,610.88,29.72,37.48,24.63,70.48,10.07,6.01,177.5,25.62,227.73,1.023,0.5988,0.4685,0.791,0.0841,-0.1257,-0.2149,0.0296,0.2514,0.1146,0.3296,5,4.37,2.48,0.0,0.2789,0.1697,3.006,51.87
chickpea,6.252,904.21,74.81,601.66,28.44,37.18,21.49,73.5,1.0,6.7,238.0,39.52,218.34,0.798,0.8839,0.6664,1.0,0.0797,-0.0094,-0.1774,0.0748,0.2899,0.1924,0.3467,1,-10.0,2.18,0.0,0.2043,0.1795,1.919,33.99
rice,5.305,631.7,56.77,765.95,28.84,33.53,23.79,74.15,5.84,7.6,262.9,32.07,266.84,1.188,0.5732,0.3188,0.77,0.0783,-0.1221,-0.2275,0.0572,0.2539,0.1379,0.408,5,11.08,0.0,0.0,0.2765,0.0966,3.25,42.24
wheat,4.659,914.6,50.84,739.34,24.15,34.18,14.4,69.92,19.62,7.77,353.89,32.95,117.7,0.733,0.7615,0.5651,0.9429,0.093,-0.0294,-0.1061,0.1619,0.3253,0.1959,0.4111,5,7.33,0.0,0.0,0.1774,0.2647,4.649,41.34
wheat,5.771,563.72,20.21,606.47,31.56,39.17,27.06,57.56,22.03,8.2,210.93,30.56,152.82,0.687,0.6992,0.5793,0.8558,0.0647,-0.2839,-0.4097,-0.2217,0.0589,-0.0301,0.1482,2,9.02,4.17,0.0,0.2075,0.1961,3.865,64.78
soybean,8.275,879.96,16.49,1002.29,25.17,31.35,19.72,56.42,19.78,5.82,102.23,11.71,253.87,0.653,0.6848,0.4129,0.8184,0.0664,-0.123,-0.2882,-0.0441,0.335,0.2525,0.4501,5,4.14,0.0,0.0,0.0774,0.0,1.458,37.88
maize,4.551,490.85,28.06,555.53,24.02,30.33,18.88,71.12,14.21,6.71,209.2,39.77,145.19,0.661,0.7652,0.5186,0.944,0.1257,-0.0221,-0.2017,0.1566,0.3601,0.1975,0.4698,4,3.26,0.0,0.0,0.125,0.0959,4.242,17.87
rice,9.35,753.02,32.69,599.95,26.72,34.58,22.05,32.16,15.25,7.35,138.28,41.5,59.09,0.829,0.6004,0.421,0.6934,0.1147,-0.1384,-0.2151,0.0383,0.1272,0.0612,0.2477,1,6.98,0.0,0.0,0.0505,0.2427,3.279,39.52
maize,7.971,611.02,25.87,420.25,19.41,24.24,12.71,59.58,18.46,5.31,257.82,25.1,140.04,0.817,0.6928,0.434,0.8697,0.0252,0.0857,-0.0694,0.2041,0.2208,0.1185,0.2769,2,-1.93,0.0,0.0,0.0315,0.0519,4.3,38.12
wheat,8.792,724.19,31.32,900.15,29.02,32.18,25.71,72.36,20.26,7.16,266.4,28.21,143.37,0.688,0.7199,0.5656,0.8958,0.0333,-0.0514,-0.1041,0.0388,0.2417,0.1604,0.3753,4,6.53,0.0,0.0,0.1562,0.1947,4.733,22.05
cotton,7.304,369.78,52.1,346.72,27.1,34.65,18.86,80.11,9.86,7.66,126.39,27.98,66.02,0.954,0.6488,0.4122,0.8413,0.1008,-0.0264,-0.1075,0.0476,0.3512,0.2327,0.4637,1,6.2,0.0,0.0,0.4633,0.2433,0.685,65.21
wheat,1.105,523.0,26.69,453.23,25.11,33.15,20.39,59.37,21.6,5.68,237.89,17.75,173.84,0.936,0.5827,0.3807,0.7773,0.0908,-0.1005,-0.1838,0.0159,0.2758,0.1895,0.4389,3,15.21,0.0,0.0,0.1554,0.0561,4.421,47.08
