crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield
cotton,4.672,320.09,35.0,280.89,15.0,21.68,5.69,78.81,9.37,6.51,254.21,18.71,179.5,0.531,0.7085,0.5074,0.822,0.0677,0.215,0.0616,0.3954,0.3796,0.2591,0.5477,5,1.33,0.0,0.0,0.1142,0.1047,0.916
rice,7.09,564.75,127.67,518.06,30.5,38.35,23.33,87.37,22.22,7.01,234.24,20.41,142.05,0.633,0.7927,0.599,0.8803,0.0475,-0.041,-0.1526,0.1078,0.3696,0.2293,0.5075,1,1.42,3.35,3.767,0.4549,0.3748,2.978
soybean,3.085,542.65,16.51,512.76,26.66,33.07,18.69,63.89,17.64,7.2,169.97,33.3,106.64,0.409,0.8129,0.6275,0.9823,0.0905,-0.1109,-0.1668,-0.0344,0.3338,0.2498,0.4877,1,9.38,0.0,0.0,0.0878,0.1597,1.656
wheat,7.811,749.74,23.51,535.1,31.59,36.91,27.51,79.19,14.85,5.92,177.89,36.12,132.33,1.155,0.5805,0.4048,0.7163,0.0531,-0.2837,-0.3614,-0.1932,0.2126,0.1094,0.357,4,7.72,1.91,0.0,0.3424,0.1725,4.075
soybean,9.832,594.96,30.24,537.0,30.08,34.82,23.33,62.98,10.65,6.06,303.75,20.85,177.14,0.516,0.7341,0.4454,0.8675,0.1091,-0.103,-0.1551,-0.0121,0.1004,-0.035,0.2127,5,2.64,0.0,0.0,0.121,0.0518,1.787
cotton,2.909,277.88,13.23,257.1,28.9,31.55,24.2,80.46,11.1,7.66,184.65,25.59,267.24,0.706,0.62,0.4738,0.7017,0.0984,-0.2201,-0.3281,-0.1547,0.1139,0.0551,0.2384,3,8.73,0.0,0.0,0.2207,0.1377,0.533
rice,7.95,726.24,88.88,740.08,30.73,38.11,19.31,90.32,8.51,6.05,244.87,20.15,154.01,0.825,0.6674,0.5086,0.8391,0.0744,-0.1068,-0.2687,0.0724,0.2752,0.2128,0.3848,4,4.05,3.11,0.0,0.3323,0.0754,3.377
soybean,6.247,1182.38,94.31,948.46,22.99,30.44,16.98,74.78,17.0,5.86,282.5,16.95,170.55,0.557,0.6249,0.5078,0.7132,0.1083,0.0367,-0.1063,0.1456,0.5132,0.3554,0.6657,2,5.99,0.0,0.431,0.2205,0.1734,1.642
wheat,3.094,886.52,45.38,1029.99,19.2,28.71,13.85,90.44,13.95,8.0,293.69,25.94,182.78,1.169,0.7674,0.5928,0.8657,0.0919,0.176,0.1015,0.3432,0.4267,0.3404,0.5105,5,9.7,0.0,0.0,0.1346,0.269,4.866
maize,3.296,799.43,5.19,718.55,30.35,32.55,23.75,93.29,9.29,5.89,232.96,35.65,159.98,0.729,0.766,0.5335,0.9141,0.0971,-0.1989,-0.2973,-0.0248,0.0648,-0.0685,0.1288,2,6.44,0.0,0.0,0.3186,0.2864,4.398
maize,7.451,607.0,8.32,475.51,28.84,37.94,19.67,64.22,13.35,6.14,359.71,13.19,118.3,0.805,0.5861,0.3965,0.7683,0.1212,-0.222,-0.4062,-0.0815,0.2355,0.0806,0.3858,2,-1.32,2.94,0.0,0.1524,0.1063,4.275
cotton,3.201,542.0,36.26,538.04,32.89,40.41,26.24,61.72,20.43,6.62,228.56,25.66,214.72,0.459,0.6457,0.4372,0.7727,0.0735,-0.2819,-0.3507,-0.1852,0.2038,0.0492,0.3193,2,11.11,5.41,0.0,0.1358,0.2582,0.515
soybean,0.954,526.74,70.14,481.24,30.13,39.61,23.92,71.49,9.45,6.61,216.47,31.61,147.03,1.443,0.7404,0.5117,0.8965,0.1055,-0.2097,-0.2873,-0.1044,0.3368,0.1654,0.5063,2,2.62,4.61,0.0,0.2709,0.3204,1.38
soybean,8.803,702.94,20.97,533.0,25.43,35.48,18.49,63.3,25.14,5.62,316.73,38.14,159.91,1.532,0.676,0.469,0.769,0.0432,-0.0552,-0.1889,0.1327,0.277,0.2084,0.3364,1,1.77,0.48,0.0,0.0929,0.0606,1.519
soybean,6.095,400.09,38.85,465.7,28.94,32.28,20.89,81.64,14.43,6.19,264.2,40.43,153.14,0.449,0.6536,0.5031,0.7379,0.0744,-0.1507,-0.2892,-0.0826,0.1971,0.0923,0.3293,3,7.13,0.0,0.0,0.3872,0.2288,1.354
rice,7.705,698.48,64.72,707.69,33.66,41.62,28.74,80.29,1.0,6.78,277.47,12.06,265.73,0.895,0.6552,0.3828,0.8353,0.0613,-0.4092,-0.5752,-0.2753,0.2508,0.1163,0.322,4,6.03,6.62,0.0,0.3787,0.1237,2.739
cotton,6.231,504.0,15.62,563.14,28.38,35.86,19.62,67.13,22.64,7.64,208.22,33.8,232.04,0.367,0.6378,0.4261,0.8216,0.1383,-0.3502,-0.4215,-0.2047,0.1198,0.0619,0.2502,5,4.82,0.86,0.0,0.2239,0.1809,0.778
maize,5.406,272.82,60.94,311.43,18.12,26.62,9.61,59.6,10.58,7.22,195.92,29.62,224.24,0.925,0.795,0.6581,0.9642,0.138,0.1929,0.0842,0.2611,0.3601,0.1819,0.5322,1,2.29,0.0,0.0,0.0842,0.0,3.878
wheat,7.815,500.9,23.62,446.15,33.97,44.2,24.82,65.7,6.16,6.46,221.47,9.23,126.8,0.516,0.5748,0.3937,0.6679,0.1008,-0.3668,-0.5566,-0.2378,0.1417,0.0868,0.2572,3,-0.87,9.2,0.0,0.1748,0.2571,2.982
maize,0.805,925.26,25.76,1125.43,22.76,29.43,16.87,79.5,4.95,6.68,193.37,19.3,153.05,0.816,0.6379,0.4268,0.8288,0.1135,-0.1111,-0.2775,0.0845,0.219,0.1683,0.336,3,17.68,0.0,0.0,0.22,0.169,3.852
maize,3.463,680.44,34.82,466.42,24.82,30.54,17.88,76.26,6.12,7.01,126.86,38.14,125.4,0.612,0.6938,0.5889,0.7921,0.1396,-0.0638,-0.1737,-0.0033,0.2521,0.1242,0.3797,2,-5.0,0.0,0.0,0.1578,0.0981,3.936
wheat,6.461,150.0,12.48,119.04,22.8,29.05,14.2,78.31,8.71,6.36,225.27,14.67,240.28,0.439,0.7682,0.6613,0.8912,0.0659,-0.0163,-0.0703,0.1107,0.2688,0.1423,0.3932,1,-0.86,0.0,0.0,0.11,0.023,4.71
cotton,9.468,501.8,40.68,386.42,28.37,32.08,18.79,64.4,21.71,6.21,183.84,17.25,275.96,1.315,0.7224,0.5848,0.8252,0.0964,-0.1992,-0.2935,-0.139,0.2854,0.1894,0.396,3,1.94,0.0,0.0,0.1469,0.1322,0.728
rice,4.24,848.72,17.57,646.05,25.75,37.14,15.77,61.26,1.0,6.14,393.52,32.01,134.76,0.826,0.7188,0.561,0.8314,0.1377,0.0075,-0.1839,0.1304,0.4697,0.4004,0.6002,3,7.29,2.14,0.0,0.117,0.1493,3.375
soybean,9.765,584.36,14.09,651.51,30.45,40.76,24.81,63.87,9.56,7.23,288.29,12.95,164.85,0.948,0.7383,0.6047,0.9334,0.1208,-0.2277,-0.415,-0.171,0.2762,0.1201,0.3835,4,1.29,5.76,0.0,0.128,0.124,1.42
rice,7.675,765.23,22.45,536.83,31.5,38.02,24.55,74.93,33.74,6.67,268.62,27.24,217.93,0.586,0.5492,0.3043,0.6957,0.0587,-0.2275,-0.3736,-0.0999,0.0787,-0.0469,0.217,3,6.84,3.02,0.0,0.4432,0.2029,2.826
cotton,5.107,563.04,11.39,439.59,20.32,27.75,13.81,75.18,15.03,6.33,96.41,31.24,74.11,0.817,0.5091,0.2531,0.6445,0.1456,-0.0533,-0.1715,0.1158,0.3118,0.1663,0.384,4,-1.95,0.0,0.0,0.1188,0.0068,1.007
cotton,4.577,690.47,12.93,531.27,17.6,22.5,8.35,66.32,12.44,6.67,275.03,36.94,135.42,0.668,0.6788,0.4254,0.7718,0.02,0.2056,0.1045,0.3855,0.3585,0.3004,0.5355,5,-4.67,0.0,0.0,0.0604,0.0643,0.904
wheat,1.73,657.77,49.27,735.28,24.75,30.43,17.96,60.07,14.31,5.6,177.38,28.84,167.06,0.634,0.8785,0.7181,0.9808,0.1456,0.0496,-0.1006,0.1991,0.4184,0.2492,0.5176,5,11.89,0.0,0.0,0.094,0.0663,4.674
cotton,6.344,507.9,38.46,592.06,31.64,40.4,22.93,98.0,22.67,7.41,375.45,37.15,171.84,0.231,0.6214,0.3852,0.7922,0.1019,-0.3613,-0.4212,-0.1847,0.2336,0.0958,0.4091,1,1.62,5.4,0.0,0.4282,0.2688,1.125
rice,0.997,775.73,25.86,557.3,29.12,36.88,23.21,67.92,4.89,7.05,211.18,22.63,221.61,0.945,0.6546,0.4163,0.7378,0.0932,-0.223,-0.3328,-0.0644,0.2512,0.0842,0.4243,1,9.89,1.88,0.0,0.1597,0.2595,3.265
rice,4.576,986.94,13.85,703.59,30.85,38.55,27.04,66.94,22.97,6.22,326.83,12.62,120.76,0.819,0.7777,0.6248,0.875,0.0758,-0.2013,-0.3541,-0.1314,0.1525,-0.0084,0.2199,3,7.07,3.55,0.0,0.1782,0.2283,2.507
soybean,2.758,734.62,43.41,478.2,21.92,28.67,15.45,78.73,24.29,7.51,170.39,36.2,235.47,0.626,0.6757,0.486,0.7653,0.1031,-0.0806,-0.1475,0.0971,0.3441,0.1864,0.5039,4,5.28,0.0,0.0,0.1196,0.0951,1.164
chickpea,9.585,672.87,59.54,690.62,21.94,30.39,15.87,59.47,11.35,6.47,347.22,27.45,168.57,0.82,0.6713,0.4701,0.8018,0.1368,0.0758,-0.0146,0.2676,0.391,0.2301,0.5581,1,8.03,0.0,0.0,0.0721,0.1246,1.103
chickpea,3.951,464.5,131.22,433.24,30.79,33.89,25.35,58.24,11.55,5.94,172.8,27.78,59.58,0.421,0.6388,0.36,0.7308,0.0617,-0.04,-0.135,0.079,0.5179,0.3849,0.6943,1,1.22,0.0,4.122,0.2724,0.2563,1.407
wheat,5.148,856.41,63.03,962.87,22.32,29.94,16.93,52.01,25.39,7.29,209.22,29.92,115.12,0.328,0.9193,0.6646,1.0,0.1233,0.0302,-0.1239,0.2277,0.4424,0.3255,0.5789,3,-0.43,0.0,0.0,0.0536,0.0,4.832
maize,4.067,537.57,21.1,621.27,28.92,39.66,24.78,79.78,25.6,6.91,247.42,27.26,208.84,0.665,0.6448,0.3562,0.8183,0.0476,-0.1176,-0.2494,-0.0433,0.1065,0.0293,0.2569,2,-5.76,4.66,0.0,0.2273,0.274,4.054
cotton,1.803,773.35,12.07,621.35,20.3,28.97,14.57,98.0,9.61,6.71,337.65,27.94,140.37,0.902,0.8606,0.5763,0.9803,0.088,-0.0375,-0.1048,0.0839,0.368,0.2785,0.4696,5,6.38,0.0,0.0,0.2046,0.1924,0.832
maize,3.85,817.57,27.2,697.33,26.48,30.49,21.06,36.45,4.19,6.27,257.95,19.41,147.78,0.727,0.6979,0.4436,0.8243,0.1167,-0.1062,-0.1771,0.0019,0.2342,0.1467,0.3717,2,-0.1,0.0,0.0,0.0474,0.0621,4.508
wheat,7.9,867.25,59.38,666.94,24.16,31.82,15.31,60.49,21.68,5.79,218.2,5.6,108.48,0.347,0.6558,0.4844,0.8409,0.0706,0.0626,-0.0172,0.1769,0.3556,0.2479,0.516,1,10.6,0.0,0.0,0.2109,0.1212,4.723
chickpea,6.401,871.35,21.03,719.97,30.16,36.31,24.37,63.41,1.0,5.76,430.0,15.82,185.92,0.698,0.7156,0.556,0.8569,0.0743,-0.2968,-0.4492,-0.1802,0.1261,0.06,0.2832,5,-6.11,1.31,0.0,0.1892,0.27,1.293
wheat,4.655,863.39,6.97,939.8,20.02,30.02,12.68,82.85,17.33,6.02,139.57,15.36,94.62,0.94,0.7913,0.5107,0.8738,0.0949,0.148,0.0623,0.2571,0.2054,0.0449,0.3179,1,0.87,0.0,0.0,0.1098,0.2153,4.706
rice,8.295,373.63,39.05,337.41,31.57,38.68,24.03,57.46,5.24,6.5,379.89,29.11,170.51,0.958,0.755,0.4863,0.8915,0.0732,-0.2449,-0.3692,-0.0469,0.2064,0.0617,0.2687,5,2.4,3.68,0.0,0.1722,0.1754,2.681
rice,0.539,461.0,22.16,480.5,27.97,39.29,22.38,52.93,11.75,6.95,178.57,21.28,179.3,0.369,0.6343,0.4051,0.7679,0.0951,-0.2655,-0.3473,-0.1861,0.2831,0.2077,0.3809,3,3.44,4.29,0.0,0.0654,0.2073,2.939
chickpea,8.353,348.06,13.58,340.13,31.36,42.71,19.84,82.78,10.57,5.93,277.02,18.86,144.48,0.754,0.6919,0.5579,0.8386,0.0436,-0.2338,-0.3159,-0.1444,0.0617,-0.0932,0.1783,2,-5.12,7.71,0.0,0.1579,0.2921,1.145
maize,1.066,333.24,64.25,389.33,23.98,31.94,15.8,52.9,19.06,6.65,271.63,15.91,159.41,1.095,0.6483,0.3567,0.7286,0.0559,-0.0459,-0.2265,0.133,0.3942,0.3001,0.4487,2,-1.62,0.0,0.0,0.0613,0.0,4.297
cotton,8.768,985.57,14.38,978.56,31.12,38.48,23.58,40.25,14.45,7.18,273.07,30.52,153.27,0.733,0.682,0.5025,0.7766,0.0743,-0.2299,-0.3282,-0.1403,0.201,0.0852,0.3283,5,8.08,3.48,0.0,0.0933,0.1102,0.707
chickpea,9.502,433.1,20.54,337.51,24.9,34.61,17.19,59.27,12.32,6.16,212.12,27.35,238.17,0.91,0.6257,0.4623,0.769,0.0611,-0.0899,-0.2059,0.0769,0.2328,0.1357,0.3033,3,3.06,0.0,0.0,0.1354,0.1936,1.464
chickpea,8.282,402.16,18.26,477.03,33.9,39.51,27.18,57.98,15.03,6.37,358.9,27.42,250.19,0.544,0.6825,0.4955,0.8602,0.0945,-0.3235,-0.3962,-0.2141,-0.0462,-0.2198,0.018,1,4.98,4.51,0.0,0.1499,0.2613,1.178
chickpea,0.686,637.71,7.34,680.84,20.14,27.92,14.55,69.13,25.66,6.07,221.09,23.34,199.96,0.498,0.7935,0.5015,0.9275,0.0417,0.0798,-0.0237,0.1652,0.1706,0.0643,0.3491,5,9.97,0.0,0.0,0.0811,0.0301,1.119
chickpea,5.499,485.89,25.31,426.84,20.22,26.7,14.1,56.28,9.59,6.27,176.42,14.04,103.93,0.551,0.743,0.531,0.9209,0.1283,0.1141,-0.0066,0.3024,0.3211,0.2644,0.5009,1,9.27,0.0,0.0,0.0545,0.0844,1.448
chickpea,8.374,1147.62,6.53,876.9,27.14,33.08,21.38,62.4,19.78,6.65,151.45,31.33,159.0,0.753,0.5724,0.3461,0.7103,0.126,-0.1926,-0.3479,-0.0165,0.1624,-0.0156,0.3407,1,1.88,0.0,0.0,0.1527,0.2238,1.311
chickpea,5.678,589.85,11.61,617.6,28.17,36.98,22.32,63.89,8.7,7.9,243.93,24.74,59.22,0.931,0.6456,0.4646,0.7516,0.0486,-0.0939,-0.2693,0.0453,0.1568,0.0582,0.2662,1,10.93,1.98,0.0,0.0501,0.1587,1.266
maize,3.919,747.94,13.55,750.95,28.32,35.5,20.97,38.2,11.92,7.91,224.55,21.69,132.86,0.667,0.6674,0.5574,0.7515,0.0827,-0.1901,-0.3357,-0.1011,0.1702,0.0925,0.3085,5,-1.34,0.5,0.0,0.0476,0.2116,4.771
soybean,4.972,478.3,9.08,427.47,30.16,41.38,27.0,92.06,8.34,6.76,282.39,22.54,131.21,0.77,0.7391,0.5497,0.9247,0.0768,-0.1187,-0.2567,0.0011,0.2134,0.0379,0.3801,2,10.3,6.38,0.0,0.1785,0.296,1.462
soybean,1.267,284.35,37.08,239.19,21.16,26.94,14.03,90.83,14.6,5.74,196.23,19.03,159.08,1.138,0.7169,0.4701,0.8298,0.1359,0.1095,0.0283,0.1715,0.4003,0.2251,0.5311,3,6.04,0.0,0.0,0.1902,0.0365,1.382
cotton,5.215,489.68,31.44,505.92,35.27,40.24,28.78,69.52,17.86,6.7,422.7,25.97,225.98,0.95,0.7513,0.5343,0.8527,0.1248,-0.368,-0.4246,-0.2977,0.248,0.137,0.3842,3,4.21,5.24,0.0,0.3647,0.2211,0.137
wheat,0.765,492.05,39.97,352.05,27.04,33.98,19.46,33.52,7.79,6.39,196.71,18.94,74.52,0.53,0.7252,0.5305,0.8381,0.108,-0.0672,-0.2017,0.0708,0.3522,0.1735,0.4402,3,-0.23,0.0,0.0,0.0434,0.1646,4.713
cotton,6.619,490.5,7.73,469.78,30.89,38.95,19.38,77.11,15.33,6.4,194.41,22.84,180.39,0.66,0.7395,0.4959,0.8423,0.0963,-0.2829,-0.4125,-0.1513,0.159,0.048,0.2821,2,1.62,3.95,0.0,0.234,0.2108,0.543
chickpea,4.209,297.99,52.03,370.76,27.81,34.46,23.56,66.43,15.76,6.66,294.42,32.26,230.65,1.063,0.6785,0.401,0.8135,0.0907,-0.2264,-0.2804,-0.1085,0.2327,0.1815,0.3223,1,5.74,0.0,0.0,0.1452,0.06,1.747
maize,2.318,679.94,53.55,815.76,31.84,40.15,27.32,78.5,15.67,7.3,248.91,20.33,149.09,0.912,0.6793,0.4696,0.8033,0.1172,-0.3375,-0.4977,-0.2478,0.2223,0.0773,0.3521,5,8.25,5.15,0.0,0.3324,0.1314,3.805
cotton,0.665,575.9,57.55,472.34,42.0,47.28,35.0,78.3,5.57,6.14,241.7,31.61,191.69,0.966,0.4466,0.2649,0.5961,0.1283,-0.4304,-0.5471,-0.3419,0.1761,0.095,0.245,1,4.55,12.28,0.0,0.6581,0.4861,0.111
wheat,9.26,310.78,28.85,276.73,22.93,31.52,11.98,51.26,21.43,7.4,308.58,19.11,188.08,0.704,0.6758,0.4706,0.7894,0.0811,0.0672,-0.1019,0.1826,0.371,0.2595,0.474,4,9.25,0.0,0.0,0.0482,0.1373,4.545
rice,5.785,673.38,27.36,796.08,27.9,32.94,24.15,69.38,12.5,6.34,169.54,16.58,205.06,0.717,0.7275,0.5732,0.9145,0.1245,-0.1334,-0.2251,-0.0026,0.3944,0.3097,0.5189,4,-9.89,0.0,0.0,0.101,0.1624,3.12
chickpea,6.646,817.69,39.8,839.66,26.65,30.64,19.85,92.62,12.2,6.83,385.83,27.41,168.23,0.36,0.7988,0.681,0.9655,0.0494,-0.0813,-0.2393,0.0992,0.2355,0.0728,0.2888,5,-10.0,0.0,0.0,0.374,0.1245,1.475
cotton,7.904,913.5,62.53,736.59,33.32,36.79,27.7,60.97,11.55,6.76,157.59,20.52,205.29,0.59,0.7092,0.4575,0.8205,0.112,-0.3104,-0.4409,-0.2584,0.3371,0.1867,0.477,1,6.71,1.79,0.0,0.4644,0.3014,1.044
wheat,6.453,150.0,27.09,123.31,30.59,40.5,23.77,84.73,6.72,6.65,205.71,31.25,202.31,1.098,0.6741,0.4017,0.8524,0.0364,-0.2891,-0.4549,-0.0933,0.1582,0.0456,0.3332,4,9.61,5.5,0.0,0.3639,0.2482,3.171
chickpea,4.424,489.2,23.33,319.49,32.1,40.32,27.63,46.85,17.21,6.19,250.81,19.55,241.69,0.607,0.5808,0.4023,0.721,0.117,-0.2673,-0.4213,-0.2112,0.1515,-0.0246,0.2016,4,1.28,5.32,0.0,0.1292,0.2427,0.938
rice,6.462,348.43,33.21,406.95,25.58,33.77,19.23,81.86,14.97,6.52,290.63,21.61,143.63,0.771,0.8512,0.6603,0.9886,0.0964,0.0125,-0.0559,0.1894,0.3929,0.2793,0.5491,3,-3.12,0.0,0.0,0.1665,0.0689,3.004
chickpea,2.899,506.49,27.31,362.42,30.92,37.26,22.99,35.38,19.39,7.12,157.69,38.2,120.99,1.624,0.7172,0.4439,0.8885,0.1034,-0.305,-0.4134,-0.213,0.1908,0.0126,0.2923,2,7.27,2.26,0.0,0.1168,0.3724,1.912
maize,5.833,955.48,6.03,805.38,23.49,32.1,17.64,62.8,19.78,5.87,92.75,32.67,116.24,1.037,0.5208,0.3245,0.6933,0.104,-0.0346,-0.1286,0.1585,0.2111,0.0785,0.3196,3,5.85,0.0,0.0,0.1297,0.2232,3.992
maize,2.453,490.01,24.19,423.3,25.01,30.45,16.59,42.61,11.56,7.65,317.46,19.61,95.61,0.874,0.7047,0.5638,0.8818,0.0796,-0.1036,-0.1978,0.0163,0.147,0.072,0.2514,1,-3.9,0.0,0.0,0.0324,0.1695,4.523
soybean,9.216,545.49,29.53,629.77,32.52,37.85,21.75,88.9,19.97,5.76,179.52,29.09,118.58,1.177,0.8264,0.6218,0.992,0.0457,-0.255,-0.3972,-0.1068,0.2151,0.0692,0.3007,5,0.21,2.85,0.0,0.2241,0.1556,1.051
rice,5.341,467.6,36.71,309.01,31.69,38.97,23.29,62.04,10.61,7.63,230.22,28.02,244.41,0.635,0.6656,0.5043,0.7983,0.0498,-0.3028,-0.4637,-0.2276,0.0961,-0.0718,0.1997,4,-1.59,3.97,0.0,0.2292,0.2015,3.356
cotton,2.721,1007.71,37.56,734.73,32.16,40.01,22.91,70.01,21.75,5.53,163.75,25.26,216.38,0.539,0.682,0.5194,0.8233,0.1063,-0.3916,-0.4571,-0.2215,-0.0101,-0.1092,0.1416,3,-2.29,5.01,0.0,0.0907,0.2514,0.824
chickpea,6.577,150.0,31.82,179.22,23.61,29.02,15.05,79.02,20.74,6.91,232.51,10.52,211.32,0.839,0.7473,0.6293,0.8423,0.0342,-0.1761,-0.3296,-0.098,0.3546,0.2047,0.4364,1,3.11,0.0,0.0,0.1731,0.1016,1.515
soybean,1.358,527.6,46.9,412.23,30.81,39.89,24.5,52.51,8.36,7.54,188.13,27.57,187.75,0.714,0.6541,0.5376,0.8095,0.0257,-0.1972,-0.2936,-0.1419,0.2251,0.0906,0.3253,3,4.11,4.89,0.0,0.0866,0.2333,1.169
soybean,4.623,459.57,85.64,349.64,23.04,27.9,20.03,84.66,20.37,7.15,182.72,29.51,147.22,0.921,0.6734,0.4444,0.7893,0.061,0.0307,-0.0489,0.2043,0.3448,0.1889,0.3988,5,4.88,0.0,0.0,0.3003,0.1656,1.563
cotton,8.727,271.34,26.45,267.25,27.76,34.81,22.51,88.49,13.0,5.89,296.07,21.93,209.53,0.656,0.72,0.5962,0.8037,0.0725,-0.2473,-0.3507,-0.0656,0.2383,0.1065,0.3588,2,16.89,0.0,0.0,0.2537,0.1104,0.283
rice,7.795,892.49,37.24,705.01,31.17,39.46,22.18,56.38,8.7,6.62,231.45,23.34,116.9,0.474,0.66,0.3666,0.7631,0.0756,-0.192,-0.2701,-0.0694,0.1725,0.0215,0.2464,4,2.77,4.46,0.0,0.0806,0.127,2.787
chickpea,7.183,253.32,67.59,265.91,29.1,32.37,24.48,71.81,16.42,6.5,240.71,38.88,212.57,1.124,0.749,0.6336,0.8421,0.1113,-0.1614,-0.2676,0.0052,0.3813,0.313,0.5554,4,7.62,0.0,0.0,0.1718,0.2691,1.345
soybean,4.971,548.92,26.16,652.7,32.93,39.53,26.19,83.5,2.21,5.35,202.76,38.71,152.41,0.778,0.6379,0.4807,0.8098,0.0899,-0.0801,-0.1582,0.0084,0.1217,0.0267,0.1875,5,0.99,4.53,0.0,0.2415,0.1891,1.056
rice,4.745,632.68,30.3,757.67,20.52,28.81,13.46,67.01,11.3,6.02,274.6,28.87,169.32,0.439,0.7109,0.426,0.8673,0.1033,-0.0135,-0.1332,0.0941,0.34,0.2163,0.4895,4,0.29,0.0,0.0,0.1446,0.1744,3.221
soybean,0.607,484.8,5.74,557.34,25.54,33.13,20.63,84.77,17.94,7.41,291.21,19.81,253.68,0.719,0.8574,0.7036,1.0,0.0724,-0.075,-0.24,0.0984,0.2021,0.0967,0.3642,5,-0.89,0.0,0.0,0.1125,0.1903,1.58
cotton,6.2,268.46,23.24,324.19,21.6,29.3,11.46,68.62,11.01,6.44,165.58,30.45,203.42,0.757,0.6131,0.4884,0.6985,0.0757,0.0594,-0.0925,0.131,0.2401,0.1828,0.3296,5,7.04,0.0,0.0,0.1783,0.0889,0.611
chickpea,5.982,612.98,34.28,736.94,25.72,30.81,17.67,60.6,9.98,6.52,194.87,5.0,273.88,1.017,0.8045,0.5919,0.9547,0.0574,0.029,-0.0949,0.1162,0.2824,0.2209,0.3717,2,3.69,0.0,0.0,0.0749,0.1065,1.634
soybean,0.55,482.4,32.71,372.53,27.42,33.51,17.34,75.16,12.12,6.5,346.69,18.81,239.42,0.583,0.8507,0.6845,0.9882,0.12,0.0351,-0.0503,0.1951,0.3086,0.1726,0.3873,5,1.68,0.0,0.0,0.1587,0.0495,1.759
wheat,1.802,827.9,27.62,840.98,27.65,36.47,18.17,59.86,19.67,6.91,245.04,5.0,159.71,0.579,0.8941,0.7187,1.0,0.0528,-0.1152,-0.2826,0.0027,0.3456,0.178,0.4748,2,-2.0,1.47,0.0,0.0811,0.0143,4.87
chickpea,0.618,763.54,21.08,668.38,31.42,41.68,22.72,52.18,11.09,7.52,259.99,22.26,163.16,1.228,0.6747,0.429,0.7664,0.0683,-0.2695,-0.3423,-0.149,0.2263,0.0937,0.3795,4,-9.64,6.68,0.0,0.0768,0.2213,1.657
soybean,2.905,1077.74,33.79,953.83,31.72,36.38,28.32,73.24,14.73,7.23,359.45,21.4,210.12,1.236,0.7346,0.5506,0.8928,0.1005,-0.2516,-0.3835,-0.1473,0.1103,0.0481,0.272,1,10.02,1.38,0.0,0.1706,0.1342,1.331
chickpea,0.537,674.19,60.65,565.07,25.24,31.68,20.4,51.41,17.36,6.54,283.66,28.1,132.7,0.952,0.772,0.5318,0.8973,0.0504,-0.0519,-0.1834,0.1316,0.1348,-0.0338,0.2206,5,-0.51,0.0,0.0,0.0536,0.1388,1.35
chickpea,4.465,779.64,21.79,795.31,29.54,33.15,22.49,74.1,15.76,6.29,214.66,21.34,159.17,0.802,0.6096,0.4333,0.7824,0.1073,-0.1574,-0.2593,0.0005,0.1244,0.069,0.1933,3,12.44,0.0,0.0,0.2154,0.1661,1.173
soybean,5.026,571.03,12.31,491.82,35.0,42.19,28.37,72.16,7.64,7.31,227.37,20.05,221.71,0.893,0.5461,0.4395,0.693,0.069,-0.3902,-0.4533,-0.2977,-0.0527,-0.2243,0.0345,5,3.71,7.19,0.0,0.2635,0.2919,1.29
soybean,4.652,1026.58,58.01,850.09,34.75,42.28,28.74,66.15,21.56,6.29,163.53,15.49,112.91,0.66,0.577,0.3061,0.706,0.0433,-0.3685,-0.4928,-0.1749,0.1299,0.0004,0.2869,2,8.06,7.28,0.0,0.5009,0.3017,0.88
cotton,2.394,652.26,35.4,579.1,27.65,34.51,20.76,60.62,10.04,6.79,200.06,25.2,171.42,1.001,0.6949,0.5931,0.8135,0.0509,-0.2009,-0.3855,-0.0061,0.2299,0.1323,0.3749,3,1.47,0.0,0.0,0.1541,0.2441,0.665
soybean,5.474,627.44,11.04,705.28,30.04,38.51,17.7,66.52,7.39,8.09,226.26,28.55,140.91,0.936,0.6576,0.3599,0.755,0.0945,-0.2775,-0.453,-0.2205,0.0651,-0.0457,0.1212,3,3.12,3.51,0.0,0.0979,0.2563,1.37
maize,8.234,768.93,43.11,823.19,27.37,30.37,20.51,41.02,17.33,5.86,172.53,26.64,216.88,0.895,0.5273,0.249,0.62,0.0761,-0.1267,-0.2428,-0.0132,0.2596,0.2041,0.3494,2,1.07,0.0,0.0,0.1121,0.0664,4.681
soybean,3.267,508.11,47.37,403.04,17.1,23.85,10.6,81.16,18.97,5.95,250.34,21.81,211.53,1.012,0.811,0.5465,0.976,0.1021,0.2639,0.0759,0.4506,0.419,0.2963,0.4755,1,6.18,0.0,0.0,0.1206,0.0642,1.557
maize,3.469,540.08,9.73,635.83,21.82,30.1,14.81,39.42,19.8,6.41,322.6,34.48,214.19,0.742,0.6916,0.5297,0.8212,0.1236,-0.061,-0.1631,0.0364,0.4101,0.3325,0.5724,1,4.8,0.0,0.0,0.0482,0.0,4.222
